Post,Name,Datetime,Story,year
post-6993771,#1husler,"Apr 3, 2021 at 3:08 AM","So I'm gonna pull a ""Young Kim"" (at the risk of owing him royalties) and talk about a random act of kindness that yours truly shared with a pax.

So this week I picked up a pax who just clocked off a 12 hour shift and was going to his girlfriend's place....he asked me if I ""wouldn't mind"" going to the drive thru liquor store so he could bring over a 6-pack. 

These are the kinds of overtures I ALWAYS turn down (because it opens up a portal of time wastage and drama)...I was about to say ""no sorry"" but then glanced through my mirror at this guy who had gotten off his shift and just wanted to relax with his woman and beer, and I thought...I can do it just this one. 

We stop at the drive thru liquor store, he orders his 6-pack but ""can't find his ID"" and the cashier won't make an exception for him... he's really frustrated and tells me ""hey, lets just get outta here"", so I put the car in drive, but then again look at through the mirror at him, pause, put the car in park, call the cashier back and say ""I'm ordering what he just ordered"".

The pax passed a $20 up to the front seat, I pay and try give him the 6-pack and this change, and says ""no mann, just keep it"".

I dropped the pax off...drove off and realized I had unwittingly performed a random act of kindness toward a pax.",2021
post-6946705,Young Kim,"Mar 18, 2021 at 4:18 PM","My last pax of the night I found particularly interesting because her story was unique. She had found a sugar daddy. I picked her up around the Edison Park Illinois area and brought her to the DoubleTree hotel in downtown Chicago. We got to talking and I asked her how the pandemic has affected her.

She told me that it was pretty rough when the pandemic started because she had been working at McCormick place as one of those young women who are hired to promote displays. it's a business convention center and frequently they hire young ladies to cater to the businessmen who are coming in and show off whatever company they're representing.

During one of the conventions an older gentleman had befriended her and they exchanged phone numbers somehow. After some communication they didn't talk for a little while. Once the pandemic struck, she lost all of her gigs at the convention center,... some of which paid her upwards of $38 per hour to basically stand there.

Is she contacted the older gentleman and they made an agreement. He would come into town and pay her visit in a hotel... and they would I guess be companions for the short time he was in Chicago. She actually has a young son that she must take care of so meeting him and him agreeing to be her supporter was quite fortunate for her.

I asked gently her if she enjoyed his company and the entire arrangement, and she seemed just okay with it. Like she didn't say that she really loved him or that she hated him or anything like that. For her it was just kind of a business arrangement to help her support herself and her young son. Of course she didn't tell me the amount, and obviously I didn't ask but she said that he sends her money every month

I thought this was interesting because during this pandemic people must cope in all sorts of different ways. She was actually the first person I met who actually had a real sugar daddy. she did tell me that he was happily married with children., But that did not bother her because of course that's not what she wanted because he was probably around 50 years old. I couldn't be sure but he actually came out to greet her cuz he was so excited, so I got to briefly see him.",2021
post-6973809,Coyotex,"Mar 27, 2021 at 10:44 PM","I haven't driven in a year and I have never ridden as a passenger on lyft, until today. Few into Punta Gorda Fl airport and ordered a lyft. Over 10 minutes for the ride to get there. I didn't tell the driver I used to drive, but we were talking about his driving. He said he's one of only 3 drivers in the area. He says no one drives because the pay is only .50cents a mile now in that area. He was extremely negative about just about everything. Made me wonder why he was driving to begin with. His car was a filthy mess, he took ZERO pride in this rideshare business. I was quite disappointed. Made me want to start driving again and move to this area and kill it here!",2021
post-6965883,Guido-TheKillerPimp,"Mar 25, 2021 at 8:58 AM","So sorry, D'Andre. Since it's my car, and my radio, and my SiriusXM subscription, it's Channel #39 - Hair Nation!
Got it? Good!
So sit back, relax and enjoy the sounds of the finest 80's Hair Bands.
Let the riffs of Whitesnake, Def Leppard, Ratt, Guns' N Roses, etc, sooth your mind and soul. Soon you will completely forget the existence of that rap-crap, you so lovingly enjoyed!!! 😎",2021
post-6978243,MyJessicaLS430,"Mar 29, 2021 at 2:02 PM","While I have no idea how the glorious days were like when these RS companies first emerged, there is no question that the rates are paltry these days. With the combination of multiple rate cuts, deteriorating passengers and the pandemic, I have decided to quit once and for all.

Recently I have been obsessed with deliveries, most of which are grocery shopping. At first it sounds ridiculous to me to be paid Uber rate to not only transport cargoes but also include the shopping component. Contrary to my expectation, this is very addicting. Don't be mistaken, I am not saying grocery shopping gigs are better than Ubering in any part. Although the base pay is about $6, consider the amount of time needed to complete one delivery, this is certainly not worth the effort without any incentives. What I mean by ""incentives"" are in nature, not the useless badges and ratings.

First, I love the upfront information about expected pay, time to completion and pick-up and drop-off locations, all of which we are supposed to be entitled to, not to be provided only if certain outrageous criteria are met. Here comes the best part, the monetary incentives. Depending on the local markets and time, the estimated payout (with bonus included) can be far more attractive than doing rides, not to mention you will have full control of where to end up after a delivery. Needless to say, how much we take home is also highly dependent on the willingness of customers to tip. However, if you are the type that withdraw every penny after each delivery, this may not work for you because there is a $500 cap. Personally I have no problem for these companies to keep the money for a year if there is a minimum of 1% interest rate &#128514;.




Finally, I am also astonished by the real time support. For instance, a transaction will be denied by default when customers request additional items after we accept an order. It only takes a minute or two for the support to override the payment authorization. They are also very helpful to assign a return for unsuccessful deliveries. Since not every store accepts return because of the pandemic, basically I have free food plus the $5 to drive back to the store. The only time that happened to me also include some adult products. Um may be I should consider selling them.",2021
post-6959855,Guido-TheKillerPimp,"Mar 23, 2021 at 3:20 AM","As the title says, this has been my best week ever. Approximate earnings of $2900 (cash fares & tips incl.)
Worked my tail off, but well worth it!
Let's hear about this past week from other UP members, too!
GTKP💪😎💰",2021
post-6977711,PukersAreAlwaysYourFault,"Mar 29, 2021 at 9:48 AM","Prius Driver @@@@e of the Day - I'm the 2nd furthest car situated back at the terminal dropoff at OAK, when none other than a PDA pulled up in alignment to my left. He is delivering an elderly lady to the aeropuerto. She walks right in front of my car as I am visibly about to leave. With her is a small roller bag. She is having difficulty figuring out how to get the bag to the curb and subsequently has difficulty lifting it. The able-bodied, bald-headed PDA gets back into his car and doesn't assist the elderly lady. I back up so I don't maul her over and squeeze into a nice tight pathway to exit. As I slowly depart, I roll my window further down, stick my head out, and proceed to tell the PDA that he is a PDA for not assisting the elderly lady by simply placing her small roller bag to the curb for her.

#dontbeapda
#helptheelderly
#whenyouhaveeighteenbetteropportunitiestoparkyourcardontblocksomeonein",2021
post-6959141,MondayMan,"Mar 22, 2021 at 9:37 PM","I pull up for my first ride of the morning and dude texts me he'll be ready soon. It looks like it's going to be a decent fare to Newark airport, so I'm willing to wait a little past the timer. Eventually I call him, and he gets upset that my phone call has slowed down his packing process. Sorry, sir, but you're actually supposed to pack your suitcase  you order a ride. Cancel. Hope he made his flight.

Immediately get a ping a few blocks away and get this message on my way there:


Argh!
",2021
post-6965059,JeanOcelot0,"Mar 24, 2021 at 11:20 PM","This is what some folks looking for such a job are forced to do:






This kind of BS makes the abuse dished out by Uber/Lyft seem attractive. ",2021
post-6973291,Benjamin M,"Mar 27, 2021 at 6:18 PM","My last pax was number 3,000 on Uber, some two months or so ago. Eats since then, I grew tired of the ridiculous distance to pick up, no surge, and horrible pax ratings. 

Today, no decent pings downtown for delivery, so I decided flip on X. And, for the first time since the pandemic, I was getting stacked pings with surges, airport trips, and people hitting the town. Just like old times. 

While I find Eats far less stressful, it's nice to see my city coming alive again. 

How are the rest of you doing? Are you seeing a return to the typical pax from prior to this mess?",2021
post-6975617,layla8080,"Mar 28, 2021 at 4:19 PM","I drove Uber for 4.5 years with 8900 trip with high rating.
My account been suspended for almost 5 weeks, base on 100% wrong report on my DMV, Uber relies on Cheker report and all that department does run the same report.
My action to be fix the issue to be able to make appointment with DMV, almost impossible, and managed to get appointment 40 miles away in 45 days.
I have submitted all supporting documents and request the report to be corrected to both Court (still closed) and DMV as well.
Briefly> almost 6 months ago I hit in parking lot, no damage to my car at almost zero speed.
Receive letter from DMV to file the accident report, indicated at the time of accident I did not had insurance coverage. I had official letter from my personal insurance indicated at the time of accident no fault , no damage and no gapes in coverage for even 11 months period. as well since my Uber app was on, I spoke to all state indicated fr my part no action needed, and of course fax the accident report.
on 11.29 3.30 am, on the way to pick up rider, stopped by officer going faster than limit, but I was told my license suspended , 5 days prior to that date, of courseI did not know and the reason not reporting accident report. within 8 hours I was able to contact DMV by phone and they located the fax and removed the suspension, right away I contacted police department and spoke to officer to gave back my license, he refused and told me he will send it to DMV, waited couple weeks, 20 miles away to get my replacement. I send a letter to court, regarding the ticket ($460 charge for suspension), my mistake, the clerk told me, the court closed and judge willing to reduce the charge, I thought ok, they had to remove suspension charge, she did not indicated they changed the suspension to driving without driver license, that, s the code Uber wants to be corrected, as the result I had to let my car go, financed just for driving Uber. and Cheker wont accept any documents to support my case. to me Uber as well does not care about responsible drivers and at least look at the facts, not report that may takes months to be resolved during Covid.",2021
post-6972773,Guido-TheKillerPimp,"Mar 27, 2021 at 1:55 PM","Just as busy this week. The good times continue. Might even have a chance to break my $2900 record. Wish me luck! 
I am Guido...The Killer Pimp 💪😎👍",2021
post-6975151,Boca Ratman,"Mar 28, 2021 at 1:43 PM","


What's the next thing to go?

How long before CA drivers can't set their own surge?",2021
post-6970461,Young Kim,"Mar 26, 2021 at 5:00 PM","I dropped off a passenger to Gary Indiana. The ride only took about 31 minutes from the south side of Chicago! He and his sister actually work in Chicago but they live in Gary Indiana, because he said that it was so much safer than living in the south side of Chicago where there is much more crime. We entered his suburb and I remember asking him ""how much do houses cost around here?""

I was stunned at his answer. He told me his house cost him only about $15,000 before closing costs last year. He said there was a slightly renovated one that was a few houses down that was $40,000. I was kind of in disbelief because his subdivision was not dilapidated or run down at all.

granted this was the night so I couldn't get a good look but there did not seem to be any trash or any boarded-up houses or lawns that seemed not well-maintained. It just looked like any other subdivision that you might find in Chicagoland. When I finished the ride I remember I went on redfin and verified that houses in his subdivision really were only about 15 to $40,000 in that area!

I just was so stunned that houses could be so cheap. this is before the pandemic but I remember I went on craigslist and I saw a parking space in river north Chicago which is in downtown Chicago selling for $55,000! And that was just a parking space! To be able to purchase a home for between 15 to $20,000 it just seems so incredible.

Indeed a 30-40-minute drive to downtown Chicago is not very close but if you can get a house for next to nothing,...well I can imagine why some people would choose to live out there.









",2021
post-6972021,JeanOcelot0,"Mar 27, 2021 at 5:53 AM","I just coined the term  to refer to a trucker, LOL.


",2021
post-6962833,FLKeys,"Mar 24, 2021 at 7:42 AM","Two bottles in one day. Last night I had two separate PAX leave unopened bottles of wine in my car. One has not replied to the left item message from Uber so far. I know they were flying out this morning so I am guessing they won't be asking for that bottle back.

No idea who left the other bottle as it was neatly tucked away in the seat pocket and one of my other PAX pointed it out.

This will make the 4th and 5th bottles of wine left in my car over the years. I have not checked the value of them yet, they don't look like anything fancy. A couple of the other bottles left are quite expensive. I don't drink, so these bottles sit properly stored in a little wine rack that I have had for many years that always sat empty.",2021
post-6966295,Seeu,"Mar 25, 2021 at 12:02 PM","My first ride was March two years ago. My wife tried out Uber then hooked me up with a 50 rides/$750 bonus so why not, at least 50. Pick up is some dive with an Irish name, maybe a dilapidated shamrock painted somewhere, lots of fluorescent beer ads. 

An actual drunken leprechaunish Irishman hops in front -- a roofer. Ten minute drive to Upper Darby. Hes lit and loutish like the town drunk in early Irish novel, nearly incomprehensible. 

But two minutes in the ride he musters enough Anglish to ask if I can stop first at his dealers' place. Nah, man, nah, can't do it, the app will know, I lied. I drop him off and he tells me theres no cash brother I'll get you on the app (kiss of death). He then grabs me with his Krakken roofer destroyed hands and proceeds to pull me toward him (I'm 6'5 250) and I'm --- well --- what are you gonna do this guy says goodbye by touching foreheads; forcefully. Then he left; gawddamn weird Irish foreigner.",2021
post-6952181,MissAnne,"Mar 20, 2021 at 1:55 PM","So much RED !!! This is more surge than I have seen in a year!!
",2021
post-6957837,Fusion_LUser,"Mar 22, 2021 at 3:26 PM","I had a good Friday/Saturday evening last weekend and I was at home catching up on a book with the TV on when I got a ping for a long ride! My longest ride by far at 175+ miles. Before this request my longest ride was about 86 miles. I had been sitting at 3.5x starting around 3PM and did take a quick ride around 4PM for $38 but then Uber signed me out and forced me to take a selfie which I did. When I signed back in I forgot to change my fare multiplier so if I was at 3.5x who knows if I would have even got the 175+ mile ride... There were other ants available so I was surprised it came in at 2.1x. I guess the other ants didn't want the ride...

Anyway I saw the amount and did a quick screen shot then accepted the ride, thinking it was a high surge ride to Santa Barbara in the $300 range. It wouldn't be my first $300+ ride to Santa Barbara so I was OK with the blind accept. I then looked at the screen shot and saw it was to LA! Oh man, do I want to do this at 6PM on a Sunday???

So I go to The Boss who is prepping her lesson plan and for the next two minutes or so we talk about the ride...

I have a juicy $300 or more ride. Gotta go!
Where?
LA!
LA! Are you serious?
<mumbling> yes
You are going to LA at this time? You won't be back for hours!
It's gonna be like $50 an hour so why not?
CUZ IT'S LA!
Should I cancel?
It's up to you, that's a long ride. You are just watching TV so go, be safe!

After that nod of approval I did a quick bathroom break, grabbed a Rockstar and took off at 6:30PM. The pick up was near me in a newer part of town and a father/uncle/lover/pimp with his daughter/niece/lover/hooker was waiting for me. Just the lady got in my car and didn't speak one word of English. I confirmed the address with the guy and off we went. The lady fell asleep within 20 minutes and was slumped over in the back seat for about an hour and then just kept to herself in the backseat, it was like nobody was even there.

The ride was non-eventful until about 20 minutes from our destination. She took a speakerphone call in Chinese and then out the blue she just put her phone right up to my face! I could not see anything but the blue screen in my right eye! She said ""talk"" and the person on the phone was saying ""Hello?""... I took the phone, said hello and the person just wanted to confirm the drop-off. I said that's the place and that was that.

I did miss a turn in LA, it was dark and there was a lot of traffic so I had to do a U-Turn at a light and a guy waiting for her at a Chinese restaurant when we arrived at 9:15PM. Both said thanks and off they went. Uber paid over $317 and they gave a $60 tip. Not bad for the first 3 hours!

I was getting ping after ping for local rides anywhere from $2 (outrageous... who the hell drives for $2???) up to $20 but I didn't know the locations and I didn't want to go out of my way so I turned on the trip filter and I was still getting a lot of pings! I did see one 2.0x for $25 to $29 from Union Station to Studio City (about 17 miles) and took that. I got another ride at 1.8x for $44 ($24 plus $20 cash tip) from the Warner Center in Woodland Hills up to Calabasas that was not much out of the way at all. I got sporadic pings for the last 150 miles home that I ignored.

I get home at 12:45AM... 6 hours and 15 minutes total for the 3 rides and one bathroom stop in Ventura... 345 miles and just a little over $450 for doing the entire trip. I used about a half tank of gas... I started with a little over 3/4 and ended with a little less than a 1/4.

Uber Ping and Stride time/mileage deduction screen shots.





Check out how Uber claims it only takes 128 minutes to drive 170+ miles! &#129315; &#129315; &#129315;",2021
post-6887787,csullivan68,"Feb 26, 2021 at 3:20 AM",I frequently pick up intoxicated female passengers who are very aggressive and inappropriate. They are constantly touching me and asking inappropriate questions about my sex Life. Why can females get away with this but men are demonized for it. It is an extremely unfair double standard.,2021
post-6945989,Young Kim,"Mar 18, 2021 at 12:52 PM","I had a pickup in Mount prospect Illinois with a pax named Margaret who was going to a bar in Schaumburg Illinois. Hers was a fascinating story about how covid changed her life and completely turned everything around.

She works currently for Comcast and is a technical support agent. She said that when the pandemic struck last year they offered everyone who worked a 25% bonus in their hourly salary. Then because of the pandemic she was promoted finally to being a manager.. with a big salary raise in addition to the 25% bump.

Then all the sudden she said she felt like she hit the jackpot because Comcast said that everyone could work remotely. She said that was such a relief because she said that initially her office was in Schaumburg then they moved her to oakbrook and then finally to Bolingbrook Illinois. Her commute times went from 12 minutes to 30 minutes to 1 hour when she finally got located to Bolingbrook Illinois. The commute was killing her because sometimes when there was traffic it would be an hour and a half back home..

she loved being able to just work from her pajamas because she doesn't even have to be seen since she's a technical support agent. Then recently she said that they introduced at Comcast a text support feature. that means she doesn't even have to be on the phone anymore with a headset! She said that was a godsend because she was sick and tired of having to continue to talk to customers who would ramble on and on. She didn't have to talk over them anymore. 

She said she could also listen to music which she said was a first while she was working. She would just blast music and then she'd be on video with friends just hanging out. Sometimes she would just go to friends homes and even restaurants and just do her work from there.

She also said that she had just recently bought a brand new car because her old one broke down. But because of the pandemic she said that she was able to sell her car to her friend who gave her a very good price. so now she no longer has a car payment or has to pay for any insurance and just takes Uber when she needs to go somewhere but she says it's not often.

She said with all the promotions in the bump up and pay and the incredibly relaxing work and being able to sell her car that her finances completely turned around. She told me that she's saving up so much money for extended vacations to Italy and France and all around the world. she said she could never save money before the pandemic. She just yesterday got her third stimulus bonus by direct deposit as well.

She admitted that she feels terrible about this because she's knows a lot of people have gotten sick and died and she feels guilty about admitting to anybody how she feels. but she admitted to me that she's had a hard life and after years and years of difficult times, the universe finally rewarded her personally with the pandemic... She said her life was now better than ever. Better than it's ever been in her entire life. I've had a lot of pandemic stories that were somewhat positive in the last year but this one blew all the others out of the water...",2021
post-6928623,BobDaScotty,"Mar 12, 2021 at 5:57 PM","I have posted of late negatively about my Philly core demographic.

Now, here is the flipside.

Rider, mid-thirties, very curious about my accent, we got chatting. 30 minutes later we are well into each other's life stories and were discussing daughter parenting tips. 

Poor guy had a deadbeat mom situation with the courts bending over backwards to ignore that if the sexes were reversed he would be doing jail time.

He got out the car at a wawa and we shook hands goodbye. 


Another rider, veteran, discussed the world with me and all it's problems, including his son stationed overseas. Great guy. Sadly had to turn down his invite for me and kids to a family potluck because uber policy. 

I have many other heavily tanned such riders that make doing the job almost ok.

I really wish we could go back to segregation but with decent people / @$$holes.",2021
post-6935641,Guido-TheKillerPimp,"Mar 15, 2021 at 10:33 AM",Anyone else enjoying record demand and earnings💰? Seems as if all the Spring Breakers are making up for last year ☺,2021
post-6947337,ANT 7,"Mar 18, 2021 at 8:17 PM","Had to happen sooner or later, statistics being what they are.........3 years and almost 9,000 rides.

Stopped in the shitter lot at the airport to have lunch, because I just dropped a pax off for his flight. Dude parks beside me and walks over......checking out my vehicle body and then asking me for my documents. Of course my ""tax receipts"" were in order  so I talked to the guy for about 10 minutes before he left.

I asked him and he said he easily busts 1-2 drivers a day just by cruising into the waiting area at random. It's a big ticket too he said. Also, a lot of vehicles with evident body damage get their TNC licence pulled on the spot if they get caught. That is also as frequent according to him. He drives thru there 4-6 times a day according to a couple of the drivers I talked to after he left. My math tells me that about 3-400 Uber drivers are on the roads in our market over 24 hours at some point, so the number seems pretty low overall.

These dudes also told me that wait times are 2 - 2.5 hours for a ride right now. Why the **** do they sit there ? Max $ run to the end of our city is about $35 net to you if you are lucky enough to get one. Most are DT which pays $15.",2021
post-6837217,Fusion_LUser,"Feb 7, 2021 at 8:14 PM","Long Story short... I tossed a iPhone in the trash because I couldn't find a porta-potty...

I got a ping at a local sushi-bar to a local dive at 2.8x and the ride was about 8 minutes. Red flags did appear early but I ignored them because the ride requestor was pretty chill. Very chill considering the company he was with, or at least he appeared to be chill at that point. Anyway, 1 minute passed, 2 minutes then 3 minutes and close to the 4 minute mark one loud mouth chick comes out thinking she is Queen of Cool and Partying. As bad as she was the girlfriend appears at 5 minutes as I was about to cancel but the boyfriend was chill and said sorry about this... ""It's her birthday...""

This is the most lily-white chick I have ever seen. Take every white chick from a John Hughes film and combined them all and you have the birthday girl. However *every* other word out of her mouth was ""*****"" and/or ""****"". In to the car she sits yelling ""It's my birthday N***as! Lets party!""

We get out of the parking lot...

Where the **** are we going?
To the bar like you said you want to go...
Uber I just ****ing want you to know it's my BIIIIIIIIRRRRRTTHHHHDAY!
I get to ****ing be obnoxious on my BIRTHHHHHHDDAYYYY!
What's your name Mr. Uber?
Fusion....
Well it's my ****ing birthday. Let's party N***as!

We are not 2 minutes in to the drive and the boyfriend says save the partying for the bar.

**** THAT IT'S MY BIRTHDAY N***a! We ****ing gotta party.
Well chill for the bar you can't party here... 
<cutting the BF off> Uber doesn't ****ing care!
Uber I can have fun at my ****ing birthday right?
We've been partying all day and we are going to the bar to party. Chill!

Now the Birthday Girl gets super quiet. YAY!

We should ****ing just go back to the hotel since you N***as don't want to party.
Why the **** are we even going to the ****ing bar. This sucks. My birthday sucks.
Don't be like it's been a great day and we can party at the bar.
**** that I don't want to go to the bar anymore.
Well we are going because you want to go!

The last two minutes everyone was quiet and she was digging for something in her purse. We arrive at the bar the boyfriend and friend get out. The birthday girl doesn't. She is ""****ing looking for that cool gift she got from Wayne/Dwayne"" or whatever name she said...

Don't forgot your phone.
I'm not stupid I ****ing know where my ****ing phone is N**ga!
Where is the ****ing gift I got? Oh here it is. Look at this Uber!

It's been almost a minute now I'm done and said ""I have another ride I need to go pick up""

**** YOU N***A I WAS JUST BEING NICE. **** YOU *****"" as she gets out and slams the passenger side rear door.

She immediately opened the door again and screamed ""**** YOU *****"" and slammed it again. I locked the doors quickly this time and drove off. I did see the boyfriend laughing so now I'm like **** that guy! I went to another parking lot to file a complaint with Uber when I get a call from Uber messing the little complaint I was writing. Then the Birthday Girl's iPhone in the back seat starting ringing!!!

I don't answer my cell but I answer her cell phone and the nicest way I could

Hellooooooo
Hi this is blah blah blah we left our phone in your car
Would that be the phone of the loud chick or the **** you ***** chick?
Yeah sorry about that can you bring the phone back?

I can hear the Birthday Girl in the back say get my ****ing phone back I need that N***a!

I hang up.

Phone rings...

Hellllllllooooooooooo!
I'm really sorry guy we just want the phone back. Bring it back.

The birthday girl is still in the background yelling ""if that ****ing Uber if he doesn't bring my phone back right now I'm ****ing calling the police and reporting it ****ing stolen.""

Dude that chick was the most disrespectful person I've come by doing rideshare. Not only did she yell **** you ***** for no reason and slam my car door she did it twice while you sat there laughing! Tell **** you ***** girl I'm tossing her phone she can come find it.

No I was not laughing come on give me a break bring the...

I hang up. The whole time we are talking I'm heading for a gas station that has a porta-potty outside. I get there and it's gone! So I went a few doors down to a McDonald's with the phone ringing until I powered it off. I put some gloves on, cut open a trash bag right at the top of the trash bin and drop the phone inside it! The trash was nasty, smelly and wet.

I got two more calls from Uber but I didn't answer as I filed the complaint with Uber and said nothing about the lost phone. I got the canned response saying they will take this situation seriously blah blah blah and so far nothing about the phone. As of right now no drop in stars... I don't care if they do leave a bad feedback...",2021
post-6945953,Young Kim,"Mar 18, 2021 at 12:33 PM","One of my riders last night was a pickup from downtown Chicago going to a Northwest suburb last night. His name was Augustus. Nice conversation to start. I talked about sports (Cubs and Blackhawks) and then the weather. (There was rain last night in Chicago)

Then he suddenly asked me a question from out of the blue... ""What did you think about what happened during the elections?"". (My interior caution light went off of immediately). So I proceeded with caution...

I told him ""I'm not sure what happened but I know a lot of people thought there was some suspicious activity in the election"".

(Augustus): thank goodness I found someone else who agrees with me and half the country.

(Me). well I really can't comment too much because I don't know enough about the matter but what I read on various news outlets was that there was really irregular voting activity.

(Augustus). I looked out myself personally in Wisconsin and saw that there were more votes for the senators in the state than for the president. Who would go to a voting booth and not vote for the president? Also how could biden have gotten more votes than Obama? Why was there reports of hours passing in certain voting booths with 100% of the votes going for Biden and none for Trump? There was massive massive voting mail in ballot fraud.

(Me) not sure. I can see why many people would consider that.

(Augustus). You know it's really hard being a Republican in Chicago right?

(Me). Yes indeed. if you wore a red maga hat in downtown Chicago I think people would start hitting you.

(Augustus)...(he went on and on and on about how the Democratic policies were just destroying the country. He brought up how he thinks Kamala Harris is certainly going to become president if not Nancy pelosi. He told me that if Biden cannot serve 2 years then Nancy pelosi automatically according to the law becomes the president. (I'm not sure myself). He talked about how President Biden when he reads a teleprompter once he read the closed captioning brackets that introduced the next event. He said Biden was completely utterly demented, who is a puppet who is hiding in the basement. He continued saying Trump will prevail again in 2024. A lot of lies he said were spoken about the Democrats about the lethality of the virus... It went on and on and on ..and on.

(Me). (I just kept silent, trying to keep my integrity by not totally agreeing with the stuff about Trump's absolute greatness, vaccine data, masks, etc. BUT at the same time not arguing with Augustus. I stayed pleasant calm and polite throughout the entire interaction and ride. And listened with intention.)

At the end of the ride I found a $22.23 tip on my app...
",2021
post-6954119,Ummm5487,"Mar 21, 2021 at 9:33 AM",So now it seems most uber and lyft drivers in my market have quit....Im still out there but Im very proud of my fellow drivers for leaving these aszholes hanging....at the air port im always 0 in the que...away from the air port its ping after ping of angry pax who been waiting from 30 min to 3 hours one said...last night I was in another big city in my state and it was the samething...multiple pax stranded at the air port and i was the only driver....i racked up making nearly $300 but its looking like the tyranny is almost over....maybe uber lyft and the pax will now appreciate us a little more that we are seemingly gon!!!!,2021
post-6953857,The Gift of Fish,"Mar 21, 2021 at 5:42 AM","Uber recently lost its challenge in the UK courts to have its drivers classified as independent contractors. In a nutshell, the UK Supreme Court judged Uber's claims that it is merely a software platform that links pax and drivers to be nonsense, and that its drivers are indeed employees. Uber's reaction to making its UK drivers employees?



And:



So, in the UK, Dara and Co. accept that the UK ruling that its drivers are employees is a clearer path forward in giving its workers rights, and that it is willing to change its ways.

However, in California, the company sings along to a completely different tune. Voters decided in the Prop 22 election that Uber's drivers are not employees, but independent contractors. Uber's reaction?



And:



In California, Uber praises voters for deciding the polar opposite of the UK, and that decision to  class its drivers as employees is the best for the drivers.

Double-speak much? We, as drivers, have known for a long time that Uber has its bullshit generator running 24/7. However, up until now, the bullshit had largely been consistent. Now, Uber demonstrates that it will say whatever it thinks will benefit it the most, adapting the rhetoric at will to whatever situation it finds itself in, regardless of any contradictions with previously published positions.

Such duplicity would worry me greatly as an investor, particularly with reference to Dara's claims surrounding promised future profitability. However, with Uber's stock price still on an upward trend, none of this seems to worry the market. Go figure.

Sources:



",2021
post-6953519,ng4ever,"Mar 21, 2021 at 12:46 AM","It seems ok but just another way for customers to cheap out. We don't need cheaper services with need higher quality services that pay 80% of the fee to the driver always. I think a minimum fee of something would work even if it was only a few blocks. It would help filter out bad customers kinda. Not always though of course.

Anyway the service is where you use the customers car to drive. Not exactly sure how it works but it seems ok. At least your not putting wear and tear on your own car. Though I see disadvantages of this for the driver somewhat. What do you all think ? Good service idea by whoever created it? It is like $22 or $23 a hour depending on where you live. Seems like not enough for the driver.

Here. Sorry forgot the link.

/

If mods need to delete this it is fine.",2021
post-6949703,Juggalo9er,"Mar 19, 2021 at 4:11 PM","I'm doing a test to see how many. Lyft rides I can cancel before I'm deactivated..... no I don't care if they deactivate me at all.... I'm up to 41....

New age shuffling requires a different mindset....I don't drive the car that's in me profile anymore",2021
post-6951021,ubermikeo,"Mar 20, 2021 at 2:08 AM","Pax----> pick me up at this address.

Me----> It says in app the P/U is at the airport.

Pax----> It wouldn't let me put in my address

Me---->Cancel ride and request another. I can only P/U where app shows.

Pax---->I will cost me $6.00

Me----> Too bad",2021
post-6950921,ng4ever,"Mar 20, 2021 at 1:21 AM","Happens good amount years ago and now just recently happen again!

I know there suppose to be a feature soon at least in Uber where you can pick favorite drivers if you want. Could be good maybe. Even if it cost extra and requires greater wait time.",2021
post-6932385,dtwguy,"Mar 14, 2021 at 1:38 AM","This evening I picked up a passenger in Detroit. They weren't at the pick up location. I figured out that they were around the corner and down the street. When I got there they immediately started calling me names after getting in the car. Soon, they began calling me ""gay"", ""******ed"", ""ugly ass"" and using the N word repeatedly. 

I asked them to stop swearing and to just confirm their drop off (since the pick up was incorrect) and name. They continued to call me names and swear, yelling at me. Eventually, I called Lyft's emergency ride number. The ADT rep was wonderful. After hearing a few seconds of this, including the threats to ""F up my gay ****** ass"" they recommended calling the police or immediately ending the ride. I explained that the passenger was four minutes away and there was no easy way to get them out of the car. They said they would stay with me out of a concern for my safety. 

They continued to yell similar racial and other hateful comments as I drove (""no one will ever suck your Dxxx you ugly gay ******""). I remained silent and got them to their destination. Fortunately they got out, while still threating to kill me. 

The ADT safety rep was wonderful. She was kind and recognized that I was in shock. She offered assistance and stayed with me until I could breathe again. 

Lyft? They sent me an email asking me to call them. When I did they said they were too busy and to send them an email. 

Oh, and while I was on the phone with ADT emergency support they assigned me a new pick up. I'm a 5 star drive so I pulled it together and drove there. The passenger didn't show up. After waiting ten minutes and calling and texting six times I cancelled. I received a message that ""I needed to drive close"" even though I was a foot from the front door"". I'm still trying to get my cancellation fee. Fortunately I took a phot of me right under the address and at the front door! 

Meanwhile, there is a disturbed passenger out there willing to make multiple threats to kill a Lyft driver - and Lyft could care less. 

Be safe out there. 

#worstnightever",2021
post-6950437,_Tron_,"Mar 19, 2021 at 9:16 PM","Not a drinking reference. Occasionally a pax enters the car and either pours their heart out about their problems, or, wants a stranger to give them life advice. Kind a like patrons of bars are known to do.

What's the best and worst advice you ever gave a pax?",2021
post-6947055,Benjamin M,"Mar 18, 2021 at 6:18 PM","So, this notification popped up today. Do you think Uber will actually take our video evidence more seriously?

I have absolutely noticed a change of attitude in problem pax when they look up and see themselves on camera.


",2021
