Post,Name,Datetime,Story,year
post-6604670,Lauri1232,"Nov 1, 2020 at 8:27 PM","Last night I picked up a couple under the females name ""Jane Doe"" and was headed to their destination and all of a sudden the name of the passenger changed but I didn't notice until we got to a home and it said ""picking up John Doe"".
I asked ""is this your destination and they said ""No and my app says sharing a ride with John Doe"".
They weren't interested in sharing a ride with anyone and this caused me to take them out if their way so they were upset with me.
I had to start John Does ride and then complete it in order to get it off my app. It was very confusing for me and the passengers.
Does anyone know what happened and how to prevent that in the future?",2020
post-6550971,Young Kim,"Oct 4, 2020 at 4:13 AM","Trying to get in car at 3:13 am. Peeing out of bag...






Ten minutes now...

Difficult fit into a Prius





Stuck..

Finally in

Had to take apart wheelchair

16 minutes plus to put pax in car

(Blocking address)

finally at.. destination but now I'm trying to put the wheelchair together that was in my trunk...



I finally assembled the wheelchair

Unfortunately the passenger actually peed in my car!",2020
post-6430799,Illini,"Aug 7, 2020 at 10:10 PM","Rolled up to a budget hotel. A guy and his 2-ish year old daughter come out of the front door toward my car. I lowered the window and said ""she needs a car seat"".
He said, ""It's OK, she'll sit on my lap"".
I said, ""No, she needs a car seat. It's the law"".
I wasn't ready for this, but he said ""OK, I'll bring her back to the room, then I'll be right back"".
He came back in 2 minutes, and got into my car. I apologized and said that the law requires all kids her age to be in a car seat.
He said ""no problem, it's OK"".
As we head toward his destination, I'm thinking I hope someone else is in that hotel room. If he was going to bring a baby into my car without a car seat, maybe he would just leave the baby alone in the room while he was gone. :frown:",2020
post-6603195,4Runner lover,"Nov 1, 2020 at 12:58 AM","I have four Saturdays in a month allocated for ridesharing. And I will drive until Uber kicks me offline, like it did just now 😃
I want $1,500 in a month extra income.
It wasn't a bad day today. $421 came at $1.47/mile-on-the-odo. No, it is not my 4Runner 😁. I decided not to sell my other car.

Sunday is my fun day. Uber on people! Good night everyone 😴",2020
post-6601474,Young Kim,"Oct 31, 2020 at 1:33 AM",I brought a delivery from wendy's somewhere in mount prospect illinois and I just delivered to the coolest house ...it looks almost like a carnival! the lady saw me approaching and open the door and I congratulated her that she wins the prize for me for the most amazing Halloween house!!!😀,2020
post-6602003,Jason15215,"Oct 31, 2020 at 11:57 AM","I barely drive now. Dont feel like driving with a mask but decided to last night. One of my fares was 2 girls leaving a bar to go back to Carnegie Mellon University. Was my last fare. Go home and see a pink laptop case. Wake up this morning to some missed Uber calls which I expected. Get ahold of the girl and she is frantic. Turns out her laptop has all her school stuff in it and its only backed up with a flash drive which was in the case. I wanted a bit of drama so I told her I had some fares after her and when I got home I didn't notice anything in my car but I'll check and call her back. Tell her I have it and offer to drive it to her since I'm 10 mins away
We set up a time and I bring it to her. She tells me her Dad Venmo'd money to her to give to me
She proceeds to hand me an envelope with $150 cash! Good tip for 20 mins of my time!",2020
post-6582897,Benjamin M,"Oct 21, 2020 at 8:14 PM","Had some decent legit ""shuffles"" today.

-

Vague GPS in a strip mall. Parked on the pin, sent ""I have arrived"". Just before the timer ran out, I received a reply - ""ok"". Okay? &#128514;

I was about to pull off when an Asian woman came around the corner and flagged me down. Fine, drove up to her. She was on the phone and clearly didn't speak English, the pax name was male.

She kept pointing, then signaling to stop, then pointing further away, etc etc (while on the phone and walking) for a good while. I asked where we were going, no reply. One last point, ""Rider did not show up"" - and finally some English - ""Here!"". Sorry, time way up - about five past the cancel limit.

$6.12



24 minute ping to an Italian restaurant (that's basically every trip here now) at around 2pm. Again, on the pin, texted ""I have arrived"".

Dude passed out on a bench, assuming he was my pax. Premium pickup plus a small surge.

$10.93



Immediately after the drunk, Walmart 4 minutes away. Same drill, parked between both doors with my hazards on, scanning for my pax.

Just before the timer ran out, ""I don't see you"". Told them where I was (had DF set). Scanned for anyone who appeared to be looking for me, gave them another 4 minutes, gone.

$3.56

$100 in three and a half hours (7 completed trips) but tons of miles. Keep accepting shitty pings because I miss seeing trip duration and most suck anyway now.",2020
post-6102110,Benjamin M,"Apr 7, 2020 at 10:41 PM","So, I applied for unemployment last week and was denied because I have been an independent contractor for a long time - most recently, ride share. States are struggling to catch up with the changes, including Virginia, and delivery / transportation is ""essential"".

Out of necessity, I began delivering food yesterday. Made $70 in three and a half hours, today around $100 in around five.

Saw some things that made me chuckle.

People wearing masks alone in their car or riding bikes / jogging with nobody around. There's no evidence that this is airborne, folks. Person to person. But pollen is pretty nasty right now.

People wearing masks with their nose not covered. Know where they insert the swab to test for COVID-19? (Well, technically, nasopharynx). Wear it properly or don't wear it.

Advance Auto, associates think that it's a better idea to handle items brought to the counter and then taking your credit card or cash, pushed back and forth on a cart. Not washing their hands. They've managed to actually INCREASE contact.

And their delivery guy, buddies, other associates? Oh, they know them, so no need to do anything differently. Because it's just ""stranger danger"", right?

Grocery store. I was standing on the ""six foot"" mark, moved maybe three inches from it and the associate told me to step back. Then, came around the Plexiglas divider they've put up (again, still handling items, and it's pretty pointless), about 14 inches from me, to say ""thanks for not buying more [TP] than you need"".

I guess my point is consistency and common sense.

(This was posted on Facebook as well. Guaranteed that my friends working at home or living off of family, disability, unemployment, welfare, etc. will shit on me for working)",2020
post-6596546,Stevie The magic Unicorn,"Oct 28, 2020 at 3:20 PM","So I got supoenaed again for that murder thing in 2019

The guy finally got a new trial date after it was delayed due to covid.

I'm on call for February 22 to March 5th 2021

Sucks for this guy cause he's been waiting in jail without a trial since 2019.

Don't be a murderer...

Here's the subpoena for the doubters..",2020
post-6599483,Cvillegordo,"Oct 30, 2020 at 12:30 AM","Big party night tonight in my town. The following were in my car:

A girl in a ""Rocky"" costume. I said; ""cool shorts!"" She said; ""Matching underwear."" and showed me. Best tip I got all month!

A ""s.l.utty bride"" wearing a ripped up micro mini wedding gown that was impossibly indecent. 

A ridiculously hot ""Wonder Woman"" who put her lasso around me from the back seat when we stopped. It was a bit alarming but I liked it.

Three ""Playboy bunnies"" in translucent body stockings. Voted ""most likely to get arrested.""

A very drunk ""naughty nurse"" with naughty bits hanging out.

I could go on; it was a fun night!",2020
post-6588919,Rlgeames12,"Oct 24, 2020 at 6:01 PM","I checked my earning this evening and they was about $230.00 more then they should have been, after looking through the statement Uber went back from the 8th of October and added all the promotions I was entitled to on my earnings, I thought that was pretty cool, they owed and they are paying up, I would have never known it. It was a big surprise to say the least.",2020
post-6511982,justaGoober,"Sep 13, 2020 at 4:00 PM","I don't think you will see me on the ""quit"" forum anytime soon, but lately I don't seem to have much drive to stay out really late like I used to. The interesting thing is, about 6 weeks ago, I had my best week - when Uber and Lyft (especially Lyft) were offering very good promotions....but the last 4 weeks have been bad - I guess since the unemployment ended, there are many more ants so there's no need to offer meaningful promotions. And maybe that's the problem - I got a taste of a pretty good hourly rate for a few weeks, now my rate is down about 20%. It's hard to take a pay cut.

I've been part time for about 20 months - 4,300 rides total. I did stop for about 10 weeks when Covid started..I know much of the below is obvious, but I thought I would list what I've seen lately. Maybe this is just the normal progression of anyone that does this for a while - at least I made it this long. From my understanding, about 95% quit within a year.

Again, this just may be the normal progression of someone that has done this for a while. I know 20 months is not long for most jobs, but it's probably equivalent to 20 years in a non Uber job. I have the utmost respect for those that do this full time. I don't think I could....",2020
post-6528408,Kurt Halfyard,"Sep 22, 2020 at 10:23 AM","I should have known better. That is the primary lesson here.
It was slow last night and I (FOOLISHLY) accepted a 4.66 STAR passenger, lets call her ""N"" who happened to be nearby at 10:40pm, and was (via Uber Pro's time and direction info) doing a halfway decent length trip on UBER.
I arrive in the condo-townhouse complex.
Three people smoking on the stoop.
N walks towards me with a pizza box (Pizzaiolo, Small) in her hand.
I roll down the window as she approaches and ask, ""Do you have a face covering?""
She holds up a mask in her hand.
I say, ""Can you please put it on?""
She says, ""Yes"" while trying the handle.
I roll down the passenger rear window, ""I'm going to need that on before you get in the car.""
She angrily THROWS the pizza box in my car (nearly hitting me in the head).

Enough of this. I haven't started the ride yet. Count down timer is still going. Time to SHUFFLE for No-Mask.

She starts screaming behind me.

I leave the complex and notice that she has also flung her phone into my seat.

I am driving along Thomas St. in Mississauga and am about to pull over when a JEEP pulls up behind me at high speed, then make a sharp swerve in front of me at the Thomas Glen-Erin Light. There is no traffic at that hour. 
Her two smoking buddies (dudes) get out of the jeep and cross their arms. She comes running out, ""You STOLE my phone *******."" 
I reach in the back seat, grab her phone, and hand it to her, silently. I'm not going to escalate this any further. She gives me the finger, and screams again as she gets back into the Jeep. Her pals do a 'donut' around my car in the middle of the intersection. Another driver who has stopped at the red light on the other side of the intersection looks on with curiosity.

I drive off to another block, park on a side street and end the ride, selecting ""NO MASK""
I discard the pizza box left on my seat from the throwing incident. (It is garbage day tomorrow in this neighborhood, so I just leave it with one of the houses curbside pile of trash, which had a few Pizza Nova boxes off to the side).

I file a report with Uber's App ""Trip Issues"" but have to attach it to another previous in the day cancelled ride (as the last ride doesn't show up in my history, because the ride was not started beyond the 'count down clock screen'.)

I get another ride request while I'm doing that. Just before I drop off the passenger, I get a phone call from the UBER Safety Team. But I let it go to voice mail, as I'm still completing this current ride.

I call them back, and talk to the person, explaining the above to UBER Safety -- passenger N with the 4.66 STAR rating was out of line with throwing objects into my vehicle, and then chasing me down at speed on a residential roadway. They say they will look into it.

My account goes ""OFFLINE"" minutes later. with the BLUE STRIPE in the driver app, ""YOUR ACCOUNT HAS AN ISSUE""

Ancient Corporate Proverb: No good deed shall go unpunished

Currently the account is temporarily on hold, but when I try to log in, it says,




I filed another email-ticket with UBER Support (I can no longer send texts through the app due to lack of ability to log in.)

UBER SUPPORT got back to me at 6:52am this morning, saying all was cleared up, but I still cannot log into my account. (I cannot log into my passenger account either, same issue.)

Fun Times.",2020
post-6590310,Frontier Guy,"Oct 25, 2020 at 2:39 PM","Everyday I see more and more of these articles about how badly airlines are treating passengers, then I listen to my wife comment on the things she hears from from airline passengers (she works at Denver Int'l Airport). Yesterday morning, dropped these two women at the airport, both were not looking forward to the flight. They travel every two weeks Denver to NYC, just listening to the BS they put up with on their flights.

After dropping them off, I got a rematch, a pickup on the opposite side of the airport, ""Terri"", I pull up, Terri is there with a friend, they are both FA's for Delta. The entire 35 minute drive to take them home, I listened to them bash passengers and how disgusting they are, that they want to kick them out in mid-air., how they want to hit them, etc.. 

After listening to both sides, and knowing what we drivers put up with, I've decided to side with the riders, and will no longer give rides to flight crew. If I pull up to the pickup and it's a crew member, I'm simply going to cancel the trip, eat the cancel, and drive off, let them figure out a different way. Quite frankly, they want to treat passengers like crap, maybe they should understand what it feels like to be treated like crap too.",2020
post-6596487,Hillesbrand,"Oct 28, 2020 at 2:48 PM","Found a nominee for Rideshare Driver of the Year in Melbourne
",2020
post-6591798,FLKeys,"Oct 26, 2020 at 9:33 AM","This past week was a real slow one. I logged 78h 5m online for the week and received a whopping 19 pings.

I went from 10:37 PM Saturday night until 6:51 PM Sunday evening without receiving a ping. Over 20 hours with out a ping on a weekend.

Wednesday 5:00 PM to 11:00 PM and Thursday 4:00 PM to Midnight I was online and never received a single ping either day.",2020
post-6593665,Monica1965,"Oct 27, 2020 at 6:07 AM","Beware of using pepper spray to defend yourself! I was just PERMANENTLY deactivated for pepper spraying a guy because he was verbally abusing me, grabbing my shoulder and threatening to ""jack me up!"". All because I wanted him to wear his face mask! I have video to prove all, but Uber took Riders side and left me unemployed. I was a Diamond driver with a 4.94 rating and they didn't give a sh*t!!!!",2020
post-6590701,UberChiefPIT,"Oct 25, 2020 at 7:03 PM","

C'mon, man. You just ordered this garbage. Pay attention!",2020
post-6386975,MMAdelivery,"Jul 20, 2020 at 12:30 AM","Wouldn't that be great if the James Franco , seth Rogan , Jonah Hill and rest of the gang came back and made a movie about uber/lyft etc. There could be scene where seth Rogan gets beat up by a Chinese taxi driver that he mistakens for someone from the middle east .well cause that's all he ever does . it could be called ""this is the end Part 2"" Hahaha j/k that would be terrible",2020
post-6583637,Stevie The magic Unicorn,"Oct 22, 2020 at 3:12 AM","So I was working close at Disney last night (Wednesday)

I pulled up in front of Disney springs (a Disney owned outdoor super mall/collection of restaurants )

""How much would it be to go to UCF?""

""Probobly like $80 on the meter give or take.. i'd do it for $75, If you want an absolute up front price, I can do cash or credit""

""Come on guys let's go he's charging half of what Uber is!""

And then 3 coeds crammed in the back seat of my taxi...

They ended up splitting the fare 5 ways between the three of them $53 in cash and $28 in credit/debit.
($81 total minus a little bit in credit card processing)

Why did I have to be honest? I could have pulled literally any number out of my furry behind but noooo...I knocked $5.00 off the mileage and didn't even charge tolls.

And
",2020
post-6590890,kingcorey321,"Oct 25, 2020 at 9:14 PM","So me the prices are stupid cheap . You can buy items for prices unheard of . 
Have you used this website before ? I cant find anything about it . To me it looks like a scam. 
 Mods i am not trying to advertise for this website not spam. 
They have car cams so cheap it does look real.",2020
post-6586973,ANT 7,"Oct 23, 2020 at 5:18 PM","-15 celcius here in Calgary, and snowing just like someone is standing on your roof top tearing an endless supply of big fluffy feather pillows apart. It's been like this non-stop since 600 AM when I started driving.

Made $225 in 6 hours and came home. You can't go anywhere now anyways, because everyone is trying to get home in their cars, and traffic is at a standstill, because no one has their snow tires on their cars either. This pic is from my living room balcony.

Going out tomorrow AM for 6 hours because the snow is not forecast to stop until Sunday, and I'm expecting to exceed $200 before lunch again.

",2020
post-6590046,Cvillegordo,"Oct 25, 2020 at 11:19 AM","Good days in my area this week; $270 yesterday in just under 8 hours of driving. Lots of winery traffic, tons of visitors, weddings, and a gorgeous fall day was the perfect combination. My final ride of the evening was a Waffle House scheduled pickup at about 11:30 pm. I thought (of course) that ""nothing good is waiting at Waffle House after 10:00 pm"" but decided to check it out, it was on my route home and a 15 minute trip. Four (very!) nice young women were waiting, probably grad students. All holding coffee cups, all clearly intoxicated. Due to the way the parking lot wraps around, I was on them before I could cancel, and they immediately approached the car. I rolled down my window and said ""Uber X is maximum three passengers due to Covid guidelines."" (I no longer take four under any circumstances.) The response was, verbatim; ""Don't give us that bulls.h.i.t.! (Instant cancel decision made.) We have been taking Ubers all day and not a single driver said a word. Besides, it's FOUR, not three."" My response; ""Sorry girls. This is clearly shown on the Uber app, it is definitely THREE."" At this point I still can't roll away due to cars in front, I want to get around to the other side and wait the 5 minutes. Their leader's response; ""First of all, we're not girls. We're women, and we're graduate business students. Don't EVER call us girls, you creepy old f.a.r.t.! Second, you HAVE to take us, this is a scheduled trip."" At this point, I'm getting all sorts of flashbacks to being a cop but I bite my tongue; entitled graduate business school students can be extremely annoying. My retort: ""There is nothing inappropriate about calling you girls. And in fact, you are now acting more like 19-year-old sorority girls than graduate students. I take what I do seriously. I do not take four passengers for Uber POLICY reasons; for safety and insurance requirements. Please request another Uber. Oh, and I'm also a biz school alum; class of 2002. Ask your class mates if they have met me; look me up in the alumni directory. I DO NOT appreciate being verbally abused."" Boom. At this point THEY cancel and I get the fee. Not a murmur as I roll away. 
Once before I encountered a group of MBA students who asked a couple questions about my profile and actually laughed when I said I was an alum; ""Yeah, right!"" sort of reaction, followed by ""Name two of your professors."" As if most of my professors are still there, nearly 20 years later. So I pulled over, asked for their school email (which one guy gave me) and sent him an email with my alumni email address. I have seen the same guy a few times since and he's always friendly.",2020
post-6497051,Stevie The magic Unicorn,"Sep 5, 2020 at 4:42 AM","So I was sitting in front of one of the Disney hotels... as in Walt Disney world.

I’m first in line and I expect to be numero uno in line for a LONG time.

more than anything I’m there because I don’t feel like running dispatched fares any more and I just don’t care.

about 10 minutes after I arrive a women walks out and the valet/bellman whatever points to my car,

“alright a 2:00 am round trip to a pharmacy or something”

“My husband is a ****ing dumbass” she says as she gets in the car.

“Well where do you need to go?

“oh right this isn’t an Uber I have to tell you where you need to go” she mutters. She passed up a slip of paper on the hotel stationary.


2911 39th street Orlando #700.

bails 2 go

(20 miles from the hotel)

$50 later we are at bails 2 go.

“I just have to co-sign his bail and we can go”

She comes out with her husband who as a black eye.

“Back to Disney?”

no I was trespassed off Disney property I have a room out by the airport.

“can we call another cab for my husband?” The wife asks.”

“I didn’t get my wallet back they are holding it for evidence honey, that’s why you had to bail me out.”

“so I have to ride with you to pay for your room?”

“yes”

$45 later to the hotel outside the airport.

“ok as soon as I pay for his room key it’s back to Disney” the woman tells me.

“Your going to make me stay at the hotel all alone?”

“your lucky I didn’t make you stay in jail with all that company”

5 minutes later she’s back in my car.

“Back to Disney?”

“we Need to hit a liquor store on the way”


“Sorry no alchohol sales after 2:00 am”

“damn it”

“So back to the Polynesian?”

“Yeah”

we make it to the hotel...
“the meter is at about $200 at this point.”

“How long have I Been in your car?

“2 hours 90 something miles”

“I’m giving you a $100 tip but only if I can pay on the credit card” I want a receipt to rub that bastards nose in for the rest of his life”

“Uhh, ok”....

And that’s how I made $300 in less than 3 hours...",2020
post-6581863,Minux,"Oct 21, 2020 at 11:08 AM","Never killed any animals on the road, 1 or 2 times honk. Had 5 times serious problem with Bicycle riders. They come out of anywhere , any directions !!!!!

Please be careful !",2020
post-6581631,MondayMan,"Oct 21, 2020 at 8:28 AM","

This ride would have had huge surge in more ways than one. I pulled over and texted back sorry, I can't do medical emergencies. Right before I canceled she said I was ""discriminating."" Um, I suppose so.",2020
post-6587374,SleelWheels,"Oct 23, 2020 at 10:02 PM","Ok, so another first as a rideshare driver and I’m somewhere over the 1300 trips mark.

It’s my last ride of the night last night and on my way to get pax phone rings. I ordinarily don’t pick up but this time I did. It’s ‘Monica’ who requested the ride.

She explains that I’m on my way to pick up ‘truck parts’ and if I deliver them to her broken down trucker there’s a $50 tip in it for me.

What the hell, it was a short distance to pick up the parts, which turned out to be two small boxes from a freight liner parts place, and the trucker was a six mile trip from there. Two miles past an exit on 95 south as described by ‘pax’ She entered a nearby address for the app.

So I find the truck and pull off on 95, hand off the parts to the trucker, apparently he’s been broken down awhile. Dude is without food and asks if I’ll run him to the next exit for food and back. The ride is still active so I call and explain this to Monica and she ups the tip another 10 to get the man some food. Fine with me, found a Wendy’s and backtracked down 95 to the truck.

Alls well that ends well, 66 bucks for the adventure and helping out a trucker down on his luck.",2020
post-6587561,Ozzyoz,"Oct 23, 2020 at 11:35 PM","Usually I win something amazing when I buy scratxhers at gas station store stops for pax. Tonight Brandon led me to $250 win and he let me keep it too. I was gonna chip him off $20 since he told me to stop at gas station and i bought a scratcher while he bought something else.

This is 2nd time pax got me something amazing.

&#128079;
",2020
post-6582757,crowuber,"Oct 21, 2020 at 6:54 PM","



",2020
post-6583655,Stevie The magic Unicorn,"Oct 22, 2020 at 3:56 AM","So Tuesday after my shift at the airport I changed shirts and did a few hours on grub hub and door dash.

I get a ping from a restaurant I’ve had decent luck with that doesn’t have a drive through.
.
I get a ping taking food to a hotel, a hotel with kinda pissy staff. This comes from years of dealing with them.


I get the bag of food to the lobby and get a text to bring it up to their room on the 12th floor...


&)&$”$)&@&!


It’s 2 huge bags of probably an $80-$100 order from a mid range restaurant.

Miller’s ale house.


And I call le paxhole.


“We’re not coming down for it you need to bring it up”


I show the valet the response...


“No... for one you can’t leave your car parked for the 15-20 minutes to get up there and back and we just arnt going to let an unregistered person go through the hotel. They are going to have to come get it.
Just leave it with me.

“The valet isn’t going to let me in the hotel. Your going to have to come to the lobby sorry”


“This is unacceptable we arnt paying for it and I’m going to tell them you never arrived and we arn’t paying for it”

Whoah whoah WHOAH.... hold it a second....

I tell the valet that there’s drama and show him the text chain.


I called grub hub support and... they sent that text chain through the app....

I know this is going to be a problem...

I talked to The support guy about the issue, and he says the customer was hell bent on denying I arrived with the food while I’m still at the lobby laughing my ass off... trying to get them agree to come down... Rather than get Some bs drama from them over not getting their order after leaving it with the front desk and having them NEVER come down to get it. I wanted them to just tell me that they are going to get it from the lobby. That’s all I was asking for.


After like 5 minutes of waiting I get a call back from support.

“Destroy the food. They don’t trust you didn’t tamper with it... your good”

“I haven’t seen anyone come down to the lobby and there’s restaurant seals on the bags”


“Your good, enjoy destroying it sir”


I look at the valet...


“You eat lunch yet bro? You earned it”


Yep I give this giant prick who has been a pain in my furry behind for years an entire entree. I also give out drinks to the rest of the hotel lobby staff a couple of drinks each (6 cups of flat Diet Coke? I’m not losing much there)


I guess this is a free food jackpot?",2020
post-6555872,ANT 7,"Oct 6, 2020 at 8:53 PM","He recently sold his Prius and taxi medallion for $20K. The Prius was past the 10 year age guideline where i live, but the medallion was fully transferable. 

3 years ago my black car driver told me his last recorded knowledge of a medallion sale was $80K. Prior to that they used to trade as high as $160K he said.

The Uber driver, ex-taxi, told me his last company was on the verge of folding up it's tent, as so many driver's had left to go work for Uber or a couple of the other taxi companies that were split off from the 2 big guys here in my city. He likes driving Uber, but says he gets too may trips that are 20+ minutes away.......

FWIW his rating is 4.72 after 800 trips and I suspect given how dirty his car was inside, and how lacking his command of basic english seemd to be, he probably won't be around much longer either.",2020
post-6582756,Ozzyoz,"Oct 21, 2020 at 6:54 PM","Yay ping was 18 mins away and Uber knows no one is gonna want that crap long distance ping.

",2020
post-6580096,MondayMan,"Oct 20, 2020 at 1:52 PM","I made the mistake of answering my phone.

Me: ""Hi this is [MondayMan]""
Lady: ""Hello can you hear me??""
Me: ""Yes, what's up?""
Lady: ""It said you were two minutes away and now it says you are four minutes away. What are you doing?""
Me: ""I've been driving toward you this whole time. I'm not sure why it says that. I'm right around the corner.""
Lady: ""I need to get to my appointment and you need to hurry!""
Me: ""Ma'am I have been driving toward you this whole time and I'll be there very soon.""
Lady: ""Well it doesn't look like that. You were two minutes away and now you are four minutes away. You need to hurry and get here so I can get to my appointment!""
Me: ""Ma'am, I've been heading your way this whole time, but if you're not happy with the job I'm doing you can get another driver.""
Lady: ""I don't want another driver! You need to get here right now! I have to get to my...""

And that's when I hung up and canceled.

I really do hope she made it to her appointment.",2020
post-6576704,ANT 7,"Oct 18, 2020 at 4:02 PM","The last 3-4 weeks when I have come downstairs in my condo to go outside, I have encountered a food delivery that is hours past it's best before date. They're usually from Mickey Dee's too........last week it was 4 x fries and 4 x double 1/4 pounders with cheese delivered at 330AM on Friday, and I saw them still there on Sunday around 1000AM.

This one was ordered today at 750AM and was still sitting there at 130PM.

Propos to the driver for quick thinking though. The bag was left on top of the metal heater surround.
",2020
post-6578467,OldUncleDave,"Oct 19, 2020 at 5:01 PM","I'm 20 miles away, DF on. Get a ping from the Casino which is home, so I accept.

Text from pax, ""I'm sitting on the curb at the entrance of casino"".

Ok, this doesn't make sense. Our casino REQUIRES all Uber pickup and drop offs be on the 4th floor of the parking garage (it's where the Health Screening takes place). There is NO OTHER entrance!! The road into the garage is "" No Stopping at any Time"", for like a mile. And well patrolled by LEOs.

So, I arrive, slowly drive up, looking for her. Dammit, there she is, middle of the block, sitting on the curb on a Red Curb. Head down, totally self absorbed in her phone. I manage to stop for a minute about 25 feet past her, she doesn't look up. Traffic is coming, I have to move into the garage.

I get to the Uber pickup area, and she texts, ""Where are you?""

I can't pick you up there, it's unsafe because of traffic.

""Are you in the garage? I'll walk to you""

A trip around the casino, get to her, she's walked about 100 feet, sitting at the entrance of garage. Head down, oblivious to the fact IT'S STILL NO STOPPING!!

Screw this!! I cancel !!",2020
post-6578755,Solari$,"Oct 19, 2020 at 8:23 PM","
",2020
post-6578474,Ozzyoz,"Oct 19, 2020 at 5:04 PM","Haha the Incel epedemic is highest ever this decade. You saw what Edward Rodgers did.

",2020
post-6526696,kingcorey321,"Sep 21, 2020 at 11:24 AM","I have 2 cars . First 2012 hyundai elantra 2.0 375000 miles still drives like new 
second also a elantra 2018 97000 miles . 
I created this post so we can see what cars last and its just for fun.",2020
post-6564722,Fusion_LUser,"Oct 11, 2020 at 6:42 PM","I don't recall asking for any of this... I'm not all that thrilled its all Made in China though so I probably caught the Chinese Virus now that I opened the box!




So thank you Uber, it's the thought that counts! I will be donating it to my work... I already have cleaning supplies!",2020
post-6481482,MondayMan,"Aug 28, 2020 at 10:09 AM","Names have been changed in this story so I don’t disappear.

I’ll start with some background information. When I first moved to New Jersey, it wasn’t long before a guy who called himself Paul from Brooklyn stopped me in the parking lot of my workplace to welcome me to the area and to tell me who I should meet. He told me several names of people who owned businesses in the area. He said, “When the lights go out, these are the guys with the generators.” (Later I googled some of the names and found several old New York Times articles about their suspected involvement in mob hits, bribing judges, etc.) Then finally he told me the name of an Italian restaurant where the higher-ups meet for dinner every Thursday night. Which takes us to last night, a Thursday.

I don’t usually drive in the evening, but Uber suckered me into it with a quest. If I gave four more rides for the week I’d get a $35 bonus, and that seemed (meh) ok, so out I went after my kids’ bedtime.

After three rides, my fourth and final ping of the night came from “Frankie” at the Italian restaurant that Paul from Brooklyn told me about. I pulled up and saw two men and a woman at the corner. I stopped right behind a Rolls Royce, unlocked my doors, and confirmed the name. One of the men tried to get in the front seat, but I asked him to ride in the back because of the covid regulations. They weren’t excited about cramming three-wide into the back seat of my compact car, but they said they were only going three blocks so they’d do it.

Me (joking): “Is that your Rolls Royce?”

Frankie: “Yeah, I just had a few too many so I’m gonna leave it here for the night.”

Other guy: “Wanna race?”

Me: “Ha ha. Do you guys live around here?”

Frankie: “Don’t ask questions, just drive.”

Me: “Ha ha, ok.”

Me: “How is that restaurant? Sorry, I know that’s another question.”

Frankie: silence

Me, dropping them off: “Ok, nice meeting you guys. Sorry again for the close quarters in the back seat. Have a good night.”

No tip. But I got my $35 quest bonus and went home, and I don’t think I was followed.

I can’t get the Godfather theme song out of my head this morning.",2020
post-6532904,The Gift of Fish,"Sep 24, 2020 at 6:46 PM","In California Uber currently tells drivers at ping time the estimated value of each fare. Early this morning I received a 3.1x surge ping that Uber valued at $1,193 - $1,457, with a pickup in Redwood City CA and destination Los Angeles, 350 miles away.




I accepted the ping, assuming that that pax was a numpty who had entered an incorrect destination. I planned to arrive at the pickup and have the pax enter the correct destination, preserving the 3.1x surge for the ride. I set off for the pickup, which was 10 minutes away.

Around 5 minutes after I accepted the ping, I got a message from the account holder. She said that I would be picking up John and taking him to LA. I texted back, asking her if she was aware that the fare would be around $1,400 and that it was a 3.1x surge. She replied that when she booked the ride yesterday, her Uber app had given her an estimate of between $350 - $500. I told her again that if her friend took the ride, the fare would be around $1,400. She replied that the friend must get to LA, that I should pick him up and do the ride, and that if Uber charged her that amount then she would fight it with Uber.

So, sports fans, there was a decision to make. The three options were:

a) Shuffle the pax. Because of the distance I drove to the pickup, the no show fee would have been around 9 bucks.

Advantage: It would be 9 bucks.

Disadvantage: It would be 9 bucks.

b) Do the ride. For any noob drivers playing along at home, this ride request raised red flags. The first was that the account holder would not be travelling, therefore there would be no gps record of any pax travelling with me. Second, it would have been an extremely high value fare and subject to Uber's ""review process"". I would not be paid the fare unless and until Uber approved payment to me. Third, the account holder had already confirmed that if she got billed $1,400, which she indeed would be, she would fight the fare with Uber.

Advantage: If paid out by Uber, this would be an enormous fare. I had just bought 10 no-commission pings for $7 from Uber, so I would keep the entire amount paid by the pax, less $3 for the ride fee.

Disadvantage: Uber has a track record of refusing to pay large fares. I would inevitably have to fight Uber to get paid. I would be risking driving 700 miles / 11 hours round trip for no pay and could also be out of pocket $60 for gas.

c) Offer the pax a cash up-front deal.

Advantage: Uber would be cut out of the deal, therefore no risk of being screwed over by Uber and not getting paid.

Disadvantage: The amount that the pax would likely agree to would be less than $1,400.

I can tell you that I did not choose option b. With those three red flags, setting off down the highway and hoping for the best would be, like watching granny porn, something that you just don't do.

So folks, what would you have done?",2020
