Post,Name,Datetime,Story,year
post-6680495,jgiun1,"Dec 14, 2020 at 6:37 AM",They said 80% of all Americans will need it to curb virus.,2020
post-6683463,kingcorey321,"Dec 16, 2020 at 2:45 AM","Ok when dropping a DD off. I snap pics of every address . These are real ghetto areas .
People will say i never delivered there orders. Ok besides the point . 
Now you may not see anything or see it. Please share you comments . 
I am not an expert at Paranormal .But i have dealt with different things .
I will point them out to you that cant see. The door where the food is and the door is open. Look at What i prescribe as mickey mouse . 
There is a circle around mickey mouse .The door is opened . So its just not on the door.
Second one . In the middle of the ac units on the left side. So its closer to my car .. Scroll in and out . Third the glass door to the left of the ac. See him looking out ? 
If you can see these please share . If you want more info only if you see these pm me . 
If you think im crazy its understandable .Go ahead and say you cant see it or its only a reflection .

",2020
post-6681078,FLKeys,"Dec 14, 2020 at 3:49 PM","Had 2 PAX in the car taking them back to their resort. Come to a stop at the traffic light and see head lights coming up fast behind me. I scream Hold on as I punch the gas and swerve onto the shoulder, couple in the car scream out of reaction. A split second later the car that was in front of me which is now to my left and slightly behind me gets slammed into by the idiot I saw flying toward me.

My PAX are freaking out, I get out to make sure the other people are okay and that someone called 911. Everyone in the other cars were pretty shook up no life threating injuries. I take PAX to resort, they finally calmed down, thanked me and gave me a very nice tip.",2020
post-6682515,Drivineveryday,"Dec 15, 2020 at 1:31 PM","&#128514;&#128514;&#128514;

",2020
post-6677932,bethswannns,"Dec 12, 2020 at 1:29 PM","
I am sure the CVS employee lied about not receiving their food order.",2020
post-6680129,Benjamin M,"Dec 13, 2020 at 9:48 PM","A few weeks ago, I had an incident after I accepted an Uber X trip that turned out to be actually transporting a contaminated inflatable hospital bed from one nursing home to another.

I was promised a tip in exchange for this, it was pretty clear that I was shafted. I was pissed so I followed up, apparently my email correspondence ended up going to the account holder and he (unsuccessfully) attempted to get me deactivated.

That thread is here - Thread 'Transported an ""air mattress"" and ""I will tip you in the app""' 

That situation, along with horrible pings for pax and non tipping on delivery, made me decide to -

Thread 'Working on my exit' 

In between online programming courses, I came across these videos on YouTube.




So, she was doing Doordash for two whole weeks. A customer pulled a scam (what a surprise) and, instead of calling Doordash, she decided that the best idea was to return to the customer and confront her while recording on her phone.

She then doxed the customer (I did not) to the point that the pharmacy had to disable reviews on Google. And, in the first linked video, there is a link to send her money.

Key lessons -

1. If you are doing deliveries, regardless of the platform, call support immediately if you are accused of not delivering the order. A friend of mine recently had this happen, I encouraged him to call Uber and he did. But he decided to quit, after being threatened with deactivation.

2. If you are pissed off, let it go - especially if your first idea is to point your phone in the customer's face and put it on YouTube. Yes, I posted a video here ages ago of a bad pax. It was not a public video, I blurred his face, and I later deleted it. Bad idea all around.

3. Doordash sucks, they can keep their stupid Red Card and buggy app - that's just my opinion &#128514;",2020
post-6647388,O-Side Uber,"Nov 24, 2020 at 1:18 PM","I had just picked-up a delivery order from an outdoor shopping mall and was leaving the place when this incident took place. I had pulled out of the shopping center and came up on a streetlight with a crosswalk. The light was turning orange so I slowed to stop for it. 

As I was coming to a stop, this woman appeared in the crosswalk and I had to give the brakes a somewhat hard stop because I didn’t want to risk coming too close to her in the crosswalk. She had not even turned her head to look for cars when she stepped into the street . She seemingly appeared out of no where. 

I stopped in time so It should not of been an issue , but this woman was clearly enraged that I had to hard stop 3 feet before the crosswalk. 

She appeared to be in her mid 30’s, dressed in scrubs , big face diaper on carrying some shopping bags from the various upscale stores there. She turned to me and gave this crazed look. 

At this point I pointed to my eyes and then started to mime like I was walking in place . Basically I was trying to say look for cars when your walking...I did this more in a comical way because I already felt she was over reacting . 

That’s when the events turned nuts. She stormed up to my car window . Now try to imagine a horror movie where the maniac is suddenly staring at you inches from your face , eyes bugging out like a crazy person . That damn mask 😷 in my face. You guys know how I feel about the masks! 

I calmly roll my window down and turn my head to her. She is still bugging like she’s going to punch me. I calmly told her she should at least turn her head before marching into the street so she doesn’t get hit by a car that doesn’t see her. I thought I was being logical. 

Whelp, she started screaming under her mask that she’s a pedestrian and it’s a crosswalk. I agreed however I stopped 3 feet before it so GET THE F AWAY FROM ME !!!!! I yelled back. That’s when things became violent . 

She became UNHINGED and started high stepping my car door , repeatedly kicking it . This is my new car I owe $18k on btw. I threw my car in park , fumbled with the door lock , finally got the door open before about the 3rd kick to my door. She was mid-kick when I opened it , so she fell back on the street . 

I was close to losing my temper but I was well aware that she was a woman and I don’t punch, kick , slap or stomp women. However, I will protect myself and my property the best I can bring a civilian with no training on how to do so . 

I was furious at her for putting me in this situation and damaging my car. I bent down and ripped her shopping bags from her hands . My thought was I’ll throw these as far as I can into the street as payback and hopefully she’ll go chase them and I can escape. We’ll that’s not how it went. 

Firstly , small bags of clothes don’t throw very far. It was like trying to throw a feather. The bags only landed like 8 feet away . As I turned to jump into my car and split, she jumps up and tries to get in my car before I do. 

She was almost all the way in my driver side as a grabbed her by the back of her head and peeled out off my my car and just kind of threw her away from the car. 

Now she is playing the victim and started screaming for help . I’m just trying to get away at this point. I was just about to shut my driver door when like the Terminator she jumps back up dives into my driver side window , which is still rolled down from earlier . I’m now in a horror movie. Night if the Living Covidiot. That’s the only way I can describe it. 

She knocked my side view mirror backwards and is now clinging on to my door bending it down . I was wondering why my car wasn’t moving only revving in place .. the emergency brake was on . I calmly told her .. let go of my car, let go of my car , let go of my car.she screams No!! I then popped the e-break and punched it. She flew off , I bailed . What the F just happened???? Holy shit!!! I looked in my rear view and there were like 3 cars behind me. I’m assuming jail is coming for me. 

I called my girlfriend and told her what happened . I got her phone number and wrote it on my arm . No one remembers phone numbers anymore . Now the funny part is , I actually delivered the $4 order I picked up so I wouldn’t lose access to the app. 🤡 I then headed toward home when a local number called me , I answered. 

Who is it? THE POLICE DEPARTMENT!!! 👮‍♀️ 
My life is over.....or is it????

He says “Hi Oside Uber! Do you mind coming back to the scene where the women attacked you? We have her here in the police car 🚔.” I was very calm and compliant . I let him know I was 10 minutes away and headed back over there. 

I show up and there’s like 6 cop suburbans, K-9’s. About 10 cops standing around . No ambulances luckily. He checked the damage to my car and got my statement . They seemed to be holding back laughter over it all. He assured me no one was in trouble. I told him I didn’t intend to press charges. He kind of laughed and said he didn’t think I would . I consider myself lucky she didn’t get hurt . 

I’m sure the Dudley Do-Rights on here will rip me a new one for getting into an altercation with a female , but you never expect these incidents when they happen . 

Everyone is stressed out. My car door has a nice dent in the bottom of it but I was able to bend the door back up so I closes properly . Go ahead, tell me how YOU would’ve handled my situation .",2020
post-6681775,IDriveGNV,"Dec 14, 2020 at 11:15 PM","I have to listen to one of 's videos every day now or my day isn't quite complete.
Bet you can't listen just once!
A new classic.
",2020
post-6618906,Reynob Moore,"Nov 8, 2020 at 2:41 AM","This just happened about 30 minutes ago.

I have done well over 7k rides total on lyft and uber combined. I am cool with almost all my passengers. They always thank me, we usually have a nice conversation, and exchange pleasantries. Let me explain what just happened.

I was on my way home after doing about 30 trips today and grossing about 385. I put lyft on destination mode and figured Id do one more pickup. It was a young looking female with a rating of 4.8. 4.8 I thought? Thats pretty low, I wonder why. About halfway there she texts on the app asking me ""Can I confirm pickup""? which was odd. I figured this must be the reason shes rated low, as unnecessary texting is no doubt not only annoying to me but others as well. Nonetheless, I responded saying Im on the way. To which she responded thanks the app is acting weird.

I arrive and wait about 2 minutes and she comes out. She mispronounces my name then apologizes and says ""Max will be right out"". I said ""Max, oh ok. I love how you act like I know him"". Half annoyed at the fact that she mispronounced my name and half being a smart ass.

So she starts yelling at max to come out and I say Ill give him one more minute. She keeps yelling for him and finally he comes out. Dude gets in and says ""Hey buddy"". To which I really didnt want to respond but I wasnt trying to be too much of a dick so I gave him a disinterested ""Whats goin on"".

A minute or two later she starts saying she put in 2 stops, one of them a taco bell drive thru. I told them we dont do drive thrus. She says ""Are you not ******, referring to my name. Now im starting to get pissed as she damn well knows my name and is acting as if someone is my boss or overseer. She persists about the taco bell drive thru even after I said I suppose I can make an exception and really pissed me off. So I pulled over and said ""You know what you guys can get out right here"".

The dude says ""Are you serious""? I say yes. He then says ""Youre a piece of shit"". I said ""excuse me""? He said ""You heard me"".

At this point I went from 0 to 60 in about half a second. ""Get out of the car right now"" I said. I get out and slam the driver door. About 30 seconds or so later they both emerge. I can see he is drunk. He puts his hands up and says ""Im not gonna fight you"". I can see he is legit scared so I said ""Im not gonna fight you but this is ridiculous"". The dumbass girl is still pointing to the app and saying ""Arent you ******"" blah blah referring to my name as if Ive been appointed to be her servant or something. So there they are standing on the curb on the side of a road a couple miles from where I picked them up and I get in my car and drive off.

It was really cold tonight. Let that be a lesson to these entitled drunk idiots.

That being said, how would you have handled the situation? Would you have gotten angry and kicked them out for acting the way they did? Or do you think I overreacted? When the guy called me a piece of shit for telling them to get out honestly I was ready to beat some ass. Im glad the dude backed down or that could have been really bad.",2020
post-6482178,Ozzyoz,"Aug 28, 2020 at 4:23 PM","She was standing outside as I drove Uber pax and while stopped at a light, I was looking at her nice dress, then she yelled ""You suck"". Lol she thought I was checking out her body or hips lmao. She had a blue flowery dress. I have a woman and didn't intend to make her think I was looking at her body. Time to lower the gaze from woman from now on so they don't think I am looking at their bodies.",2020
post-6624625,SicilianDude,"Nov 10, 2020 at 11:01 PM","I really screwed myself this time! I pick up this guy in Wheaton, Illinois and he’s totally wasted and he’s going to this party and he’s trying to get me to go with him and I kept telling him that I couldn’t go I had to work so he starts calling me a p***y and if you’re a guy you know how that feels so I put aside my pride and I kept telling him no. So, now he gets on the phone and he calls the girl who’s throwing this party and he puts her on speaker and he starts telling her to convince me into going and shes like don’t be a sissy and come over I’ll introduce you to a bunch of my girlfriends so ok two problems here, one she said dont be a sissy and then she says I’ll meet a lot of girls so guys you know how we are in situations like this so she finally gets me to commit and now I’m stuck.
We were now about five minutes away and I’m trying to think if there’s any possible way of getting out of this and by the time I pulled in the driveway I couldn’t come up with one reason so here I am being dragged into this party by a guy who I just met and whose acting like I’m some kind of big fish he caught in the lake and this is one of those times you wish you had a time machine.
Now, as I’m walking in with this guy it finally hits me “COVID”! I forgot about that and this place is packed with Latino gang members who not even one person at all is wearing a mask or doing any kind of social distancing so without even thinking I said oh wait, I forgot my mask in the car and then I got this who farted look from everyone in the room so I guess I’m not getting my mask so this is where the trouble comes.
Well, first off all, the girls I was supposed to meet all had boyfriends and the three who didn’t looked like tow trucks so now I realize that I’m not getting any action but here’s the worst part, my drunk passenger is introducing me to every single person in this party like Im some rock star, well that’s what I thought at first and then I realized that he was saying here’s my Uber driver Ha Ha Ha and they were all cracking up laughing at me and in the meantime I must have had thirty people spitting all over me on top of shaking hands and getting hugged so now I’m screwed! So am I going to get this thing now!? Someone please tell me that I’m not! HELP!!!!",2020
post-6578133,Fusion_LUser,"Oct 19, 2020 at 1:45 PM","I didn't drive on Saturday night because I wined and dined my wife (Olive Garden To Go so we could watch The Walking Dead at home) so I did go out on drive on Sunday... lately it's been busy enough to turn my back on religious fulfillment and sell my soul to the Uber Devil.

Anyway I get a ping at 4.1x for a 4 mile ride that will be about 15 minutes. The pax had a 4.6* rating and it's at a local restaurant that is pricey so I figure this will be another smooth ride.

I get to the restaurant and did the usual text ""I have arrived.""

The pax responds, ""Are you my Uber driver?""

(Really?)

Me: Yes
Pax: Are you out front?
Me: Yes I have arrived.
Pax: I'm on my way out, meet me at the front please so I know its you.

It was almost 3 minutes that passed and I get that feeling I may cancel this ride when a 40ish white lady comes out and stares at me and my car and her phone for almost 30 seconds! She slowly approaches the car and I roll down the passenger window and ask ""Are you Maria?"" She nods yes and again looks at her phone then at me as I unlocked the doors...

Maria opens the rear passenger door...

Maria: Are you my Uber driver?
Me: Yes.
Maria: You are Fusion_LUser?
Me: Yes.
Maria: Do you have ID to show?

(OK I was not expecting that question at all and I was stumped on what to say, I was thinking did this lady really just ask me for ID???)

Maria: I need to see your ID!
Me: We don't show ID, Uber has my picture car and license plate for you to verify I am your driver.
Maria: But you are wearing a mask! How do I know its really you?
Me: We are not required to show our ID miss.
Maria: I need to see your ID to verify you are who you say you are.
Me: Miss I'm not giving you my ID if you like you can cancel the ride.
Maria: I should not have to cancel the ride when you are not complying with the law by identifying yourself.

(This ride is over I just need her to shut my door. I was going to cancel by saying the pax was a no-show but I just decided to cancel the ride...)

Me: Miss I'm not going to hand you my wallet or ID. If you want to see my ID you can come to my window and look at my ID with my window closed.

(Maria lifts her head out of my car and before she heads to my side I channel my father and say ""Close the door you are letting all the cold air out!"" and she closes the door.

<Doors locked> <Ride cancelled>

When she gets behind my car I slowly pull away. I contemplated letting her come up to my window so I tell her she is a complete nut job but I just decided to keep my mouth shut and move on.

I have yet to see anyone mention they had to show ID to a pax. Has anyone ever had one ask for ID? She didn't say what kind of ID so maybe she thinks rideshare drivers need ID like taxi drivers?",2020
post-6680367,Erik M,"Dec 14, 2020 at 2:22 AM","Drove last night (Sat night) and was the only one in queue at Long Beach Airport. I got 5 rides back to back that were all around 3-5 miles from airport and all surged at 5x. After I dropped my pax off I raced back to the airport and kept getting ping after ping, it was great! I'm assuming it was only because I was the only driver in queue? I was getting calls for pickups around the airport also which I declined and all were standard fare price, not surging. This stupid stay at home order put in place by our dear leader(Gov Newsome) has once again taken its toll on rideshare so it was nice to make $100 off those 5 rides!",2020
post-6338836,Young Kim,"Jun 28, 2020 at 5:51 PM","I just had a memorable ride. I drove to a house for a pickup in the suburbs. Once there, I saw the garage door open, and there was a lady at the back of the garage by the door in a wheelchair. She called out that she needed help so I went to her and pushed her down the driveway to my car. I opened the door and she told me she had cerebral palsy and would need help. I gave her my hand but she said she really could not move her body well. So she said she would need to put her arms around my neck and that I would have to carry her. I was fine with this but since she was around the same body weight as mine, it took some time. The only issue I had was that as I positioned her in my back seat, she sort of fell sideways and slightly hit her head on the opposite door (not hard) before I could put her seat belt on. I put the wheelchair in as best I could... I drove her to church which was four blocks away. I wheeled her into the church and sat her down and positioned her carefully as Mass was starting. She had no complaints and was happy but I was afraid she could have been injured while I was placing her into my car. Has anyone been in a similar situation?",2020
post-6678628,Erik M,"Dec 12, 2020 at 10:00 PM","I picked up my Pax from Costa Mesa, CA last Friday night and drove her to work, “The Fritz” stripclub on Katella near Disneyland. After about 5 mins she takes her seatbelt off and says “sorry but I’m really uncomfortable. I just bleached my butthole and now I think I’m having a reaction to it”. She pulls a wet nap from her bag and reaches down the back of her skirt and I’m assuming she starts wiping or scratching with it. I kinda chuckled about it but kept driving and looking forward not wanting to make a big deal out of it. Then after a few mins she starts squirming around again, she does this the whole 15min trip. When we get to the parking lot of the stripclub she says “I know this is strange but I need you to look at my butthole and tell me if there’s a rash”. Apparently if there’s a rash on their genitalia they aren’t allowed to work so she didn’t want to ask her co workers. She bents over my backseat and pulls her underwater to the side and asks me to “please look”! I told her very politely that it was a very ackward situation for me and I didn’t want to be accused of wrong doing by helping her with her problem. She then wipes it again with a wet nap, mutters how uncomfortable it was then grabs her stuff and leaves the car. I immediately email Uber and explain the entire situation and save the dash cam video in case something comes of it. Today I get an email from Uber saying they’ve deactivated her account for violating their sexual harassment policy and asks if I need any kind of cousiling from the incident. It says it’s free of charge if I decide to accept it......Yea right like I need counseling from it! I didn’t mean to get her deactivated, I was just covering my ass. We as Men are always being accused of sexual misconduct and I didn’t want to be a statistic. Now I feel bad because she was very nice and she wasn’t trying to force herself on me I just wasn’t the person to help her with her issue.",2020
post-6636531,Cvillegordo,"Nov 18, 2020 at 12:20 AM","Picked up ""RaeRae"" in a subdivision. Made me wait just shy of 5 minutes- I was about to bail - then showed up, apologized, opened the door but suddenly remembered ""I have to get something from my car"" which was close by. Whatever. She then spends the next 10 minutes wrapping up something in the back seat, probably weed but I can't be sure as she already reeked when she got in. Then tells me; ""I put in Food Lion but I'm going to Target; I couldn't find the address."" Red flag 🚩- they are on opposite sides of Rt 29, completely different destinations. I ask her to correct the address, she pleads ignorance, argues, but agrees to let me correct it for her. The app instantly found Target, we only have one. Off we go, 12 minute trip. I'm expecting to hear that hated ""stop added"" sound but don't. We get to Target and I notice a silver ghetto S500 Mercedes parked at the entrance. She tells me to go to the other entrance, and I drop her off; then watch in my rear view as she walks back to the first door and gets in the Mercedes. I cross the parking lot and they get ahead of me, we pass Harris Teeter and she gets out and goes in the store. Wtf??",2020
post-6623113,Stevie The magic Unicorn,"Nov 10, 2020 at 7:26 AM","So I pull into the winter park Amtrak station to take a nap at 2:00 am...

Some folks walk up and say they need a ride and want to know how much to get to belleview Florida.



Umm... $175

""That's less than Uber's charging and the first guy wouldn't even take us, let's go I just want to get home...""

The blue dot I'm parked at is my house.

I stopped at my house and got dry clothes.

Waiting til 9:00 am to turn my cab in.

Total expenses for the day?

$140ish in expenses including cab rental gas, tolls and munchies.

$175 for that fare and $250 in other fares.

$425 gross revenue on $140 in expenses (plus some all highway mile commute.

Never did get my nap....",2020
post-6675773,Wex,"Dec 11, 2020 at 9:17 AM","Seems like it was only yesterday that I was on my way to pick up my first rider. It was a gentleman who had to go to the ER because his cat attacked him. His cat was stuck under a couch or something and he was trying to help it. Out the 4 years I've been an ant, probably have driven full-time for 2.5 years of that 4. With some occasional breaks in between. This corona virus break being the longest. I may go out and do a ride for shits and giggles and see what it's like. I love the flexibility and concept of uber but damn did they (uber executives) really F it up for everyone by being so greedy.
",2020
post-6671498,Benjamin M,"Dec 8, 2020 at 9:28 PM","I have loved driving and, more recently, delivering food. Over four thousand trips (and loads more people) and around five hundred meals delivered in the past two years.

But, RS is absolutely not what it was before. Tips are unimaginable, false allegations are up, and we're at risk of yet another potential harm to our health and well-being - while rates have been reduced in many markets.

I have been off the road for about two weeks (by choice), spending my time catching up on programming (many years of experience, needed a break) and waiting for some support through PUA.

My enthusiasm for driving has made some even think that I am an employee and not a driver. As much as I wish that were true, I also mourn the loss of Richmond's GLH and the staff there, they were always on my side - now completely gone.

Hoping for success in web dev yet again and I am not putting off the idea of driving again in the future, hopefully as it was intended - a side gig.

I wish everyone driving good luck out there. My market has collapsed - and I am trying to find the good in that.

Be safe",2020
post-6391734,Ozzyoz,"Jul 21, 2020 at 9:57 PM","For those offended by dirty car, I cleaned that bad bwoy well and gear area is clean. Night time Pax get to enjoy light show too. I'll post pics of clean and light shows shortly. BRB

Update: I cleaned it, also pax love my life. And also some silly Chevy and Hyundai Sonata just tried beating me in race and cutting Me off. I showed them what the Gear S7 of the Honda Accord Sport Earth Dreams machine is all about and left then in the dust. I don't have two exhaust mufflers for nothing.



",2020
post-6339741,Haanjo,"Jun 29, 2020 at 2:47 AM","Tonight it was pretty busy as usual with Uber, and I often received the next ride request before completing the current trip I was on. After completing one trip, I headed to pick up my next passenger, and about 4 miles into the trip to pick her up, she calls me. So, after cheerfully answering the call, here is how the rest of the conversation went:

My passenger: Hi, I'm your passenger. When will you be here?

Me: Well, all of that information should be in your app.

My passenger: It keeps on telling me different things.

Me: Ok, I'll check for you, just a moment (I'm physically holding the phone and have to toggle to get back to Uber). Ok, looks like I'll be there in 9 minutes. What does your app say?

My passenger: I can't see it because I'm on the phone? Where are you?

Me: I'm 9 minutes away.

My passenger: But where are you?

Me: All I can tell you is that I'm 9 minutes away.

My passenger: You mean you can't tell me where you are?

Me: Hangs up phone and cancels the ride.

Now, I'm a really friendly driver once I pick up passengers, and if a customer needs to call me for legitimate reasons, I have no problem with it, but when they have everything they need to know in their app, and still call me anyway, it just irritates me. Any one else have similar experiences?",2020
post-5331348,theinca,"Aug 27, 2019 at 7:13 AM","Was wondering if any UP ant won the $5,000 card from United Vacation last quarter?",2019
post-6650414,Young Kim,"Nov 26, 2020 at 8:27 AM","While driving around pax these days, I discuss subjects (if they are interested) like the weather, the pandemic, Uber, stocks, physics, sports, and magic. Yesterday I discussed with a pax about autonomous cars and she said she would never get into an autonomous Uber or autonomous Tesla. She told me that she could never feel safe not being able to yell or correct a driver. We then discussed the bizarre toppy stock market. After breaking 30,000 on the DOW, we just reflected that by any measure the U.S. stock market is trading at valuations which I find troubling.

We discussed Uber's stock price which I follow and its lows a few months ago at the middle of the pandemic was 13.71. A couple of days ago it traded to 52.00. I understand the successful court victory in California... but after announcing more losses in their latest earnings report, I am amazed at our mothership's stock ascent.

As I drive around and do deliveries these days, business is not something that I would imagine could propel the Death Star's stock so high... UberX is rather slow, and UberEats is replete with $2.50 offers. Surge has almost gone non-existent. This tells me that business must not be good for Uber. But the Mothership's stock races at all time highs? I also understand that a vaccine is upcoming, so that is promising...

I dunno, but methinks that a near term top in Uber's stock is in short order... If business is in the toilet and the stock is at all time highs, with a grey zone towards profitability, I am looking for an imminent attack on the Death Star's stock price.",2020
post-6673255,Ozzyoz,"Dec 9, 2020 at 7:58 PM","She saw me coming into the bar and approaching her and her friends and as I was approaching her she immediately knew I was her Uber driver, I think she got upset thinking I was trying to hang out with them but I was actual returning her phone she forgot in my car and she didn't find out her phone was missing. I handed her phone and she turned to a happy smile and later gave me best ever feed back with a tip in app.",2020
post-6667837,Ozzyoz,"Dec 6, 2020 at 9:25 PM","We Ubers have to interact with our phones sometimes and don't actually text and drive.
I show them nice white teeth and law abiding face. Harvard study said black people are more likely to get shot in police stops so I always smile at them and greet them well.

Funny thing is I knew he was behind me for a while as I saw a red IR or laser dot in his windshield in his full black car and he mentioned I touched center lane but I didn't cross it. He said he saw me interacting with my phone and I informed him it is mandatory for my Uber job ri interact with it occasionally but it's on dashboard magnet mount. I didn't want him to send me to after life pearly gates so I kept hands visible and i have some floor lighting to illuminate things.


",2020
post-6451304,Ozzyoz,"Aug 15, 2020 at 11:45 PM","I was very close to crushing his face with punches and Minneapolis police car was near by but I didn't do it because he has freedom of speech for calling me N word. I was waiting for my passenger Sarah and her Husband, they ended up tipping me $8 after I told them a skinny dude got into my car and I kindly told him I'm waiting for Sarah and he called me N word. He got into my car from a Cowboy Jacks bar in downtown Minneapolis. His racism came out when he got pissed that I wouldn't be able to take him. That time MPD would've booked me in had I induced Coma on him, but luckily for him I have self control. I weight about near 100 pounds more than he did
 . That image of me is before adrenaline rush and muscles enlargement in a fight, imagine how I would look fighting him. I'd be 2 times bigger looking than that image with muscles in fight or flight situation.
I was able to come close to guessing his weight by exactly how skinny and shorter than me he looked. Taller skinny guys can weigh more, but this dude didn't have any friends for backup and right in front of the bar he decided to call me N word. Can you guys believe in America there are white guys calling black people and especially black workers in Uber transport like myself the N-Word? I have never been called it and I have lived in the US since 1991 but he was first to actually call me this. He wanted a black man to drive him, but he was racist himself the whole time",2020
post-6633604,Young Kim,"Nov 16, 2020 at 10:02 AM","I can definitely share that business (at least in Chicago) is very dismal. I may have gotten just 1 surge ride (and a minor one) over the weekend, and I worked all three nights until the wee hours of the morning. So I can fathom that business for Uber is rather bad. But the stock I see this AM is trading at all time highs, around 50 bucks a share. And Uber stock's low this year was 13.71! More than tripled... but things are really bad out there. Probably even worse than when the pandemic first shut everything down in early March. Of course, I understand the stock markets, very rarely rational... But how our mothership and the Imperial honchos at Uber corporate must be celebrating!",2020
post-6474152,PioneerXi,"Aug 25, 2020 at 2:00 AM","I drive a black Chevrolet Equinox. It has plates issued by the California DMV on the front and rear, and those plates are not issued to any other vehicle. The vehicle is fitted with an Uber and Lyft sticker on the front and rear windows.




I am a caucasian male, 6 foot tall, short brown hair, and a mustache. When you order an Uber, my photo comes up in the app. It's a good photo of me too.

I'm also married. My Wife is short, 5 foot tall (in heels), shoulder length natural red/burgundy hair, and has a spectacular chest.

She does not have a mustache.

When the Covid pandemic started, I drove my last passenger on 11 March 2020, as I have the care of a parent susceptible with underlying health conditions. Nothing since.

The University of California, San Diego (UCSD) is one of the largest hospitals in the county. It has an ER, trauma ward, and an separate outpatient entry that you can drive up to and drop someone off.




Or pick them up.

On the morning of Monday 24 August 2020, the Wife took my vehicle to work, as She had to pick up a friend of the family, a patient of the hospital, at the end of the day. A patient losing to cancer.

The Wife turns into the hospital grounds and pulls up in the loading zone in front of Out Patients. She puts the vehicle in park and before She can turn the engine off, the back door opens.

""Hi, I'm Jake.""

Wife turns around and looks Jake in the eye and says ""You've got the wrong car, Jake.""

Jake looks down at his phone and then back at my Wife.

""Can't you take me anyway, you're an Uber.""

Wife calmly explains that She is not an Uber driver, and asks Jake to exits the car. Jake steps out ...and before he can close the door, a woman holds the door open and asks ""Are you my Uber?""

Wife explains that She is not an Uber, and gets some opposition back from the female.

""If you're not here for me, then why are you here with the Uber signs?""

Wife, recognizing the ""entitled millennium"" attitude prevalent in so many people says ""I'm not your Uber,"" and calmly presses the door lock as the woman closes the rear door.

Wife pulls out her cell phone to text the patient that She is present outside the doors, and that She is in my vehicle with extra leg room...and room for their wheelchair.

As She is texting, a second guy (now the third person) comes up to the front passenger door and tries to open the (locked) door. The passenger swings their cell phone around to show Wife the passenger app, and even sitting across the vehicle, She can see that the passengers driver is still three minutes away...in their silver Prius.

""Look at your app, you've got the wrong car,"" she yells at him without unlocking the doors. The male person turns the cell phone back to themselves, sees the error of their ways, and backs away gesturing an apology.

After texting the patient, Wife reports She sat for about ten minutes waiting for a response. The Patients chemotherapy was wearing Him down so we knew that schedules had to be flexible. During that time Wife had two more people wandering about, heads down looking at their cell phone in the palm of their hand. She watched as they went back and forth before approaching the vehicle and attempting to enter the rear door. Neither of them walked to the driver side to approach my Wife.

With time to spare waiting for the patients, She presses the on board link to telephone me.

""I'm never driving your car again.""

Quickly I run through the back of mind about my car. Oil change not due. AC recharged two weeks ago. Sirius XM reprogrammed so Her favorite station is on the first list of favorites.

""Is there something wrong?"" I ask.

""Yeah. Everyone coming out of the hospital thinks I'm their Uber.""

I look at the clock - it 5pm. Both outpatients and business day employees are leaving. I laugh and explain to her that every passenger has at least seven different pieces of information to identify their Uber, including the license plate and the driver photo.

She asks ""Then why do they keep coming up to me?""

""Passengers are morons,"" I deliver previously unknown information. ""There was a young girl who failed to check her Uber's ID before getting in, and unfortunately lost her life.""

She questions the intelligence of the Human Race by asking ""Are people really that stupid?""

""People are morons,"" I respond, not missing a beat.

Wife reports on the earlier passengers. At this location, there I is a dedicated Uber/Lyft zone outside this hospital entrance and I ask if She's parked in it. She reports that She's not in the zone, but can see that it is about three vehicle spaces in front of her, where a white Honda Accord is parked.

""So, you're parked between the hospital doors and the Uber zone, near the Vallet podium?"" I ask.

""How did you know that,"" She inquires.

I'd been there enough on both pick up and drop offs that I said the valet should be getting ready to go home at 5:15pm.

""He just walked off now,"" She informed me.

I tell her that the app has dedicated locations to pick up passengers, and that that location where She is parked, is where the app tells passengers their Uber is. It's not where the actual pick up location is.

""It's thirty feet. Are you telling me that people won't walk thirty feet to get into the correct Uber?""

""People are morons,"" I tell her again. ""They're so wrapped up in themselves and oblivious to the outside world that they fail to assess the potential threats around them. They will get into a car, any car, thinking that it's their Uber, because they don't consider that an Uber could be for anyone but them. And if they're really entitled, when they realize their error, they'll respond aggressively - as though it's your fault.""

I hear the sound of my Wife unlocking the doors of the car, followed by the sound of a door opening. I hear a voice, an voice unknown to me.

""Hi there. Downtown to 5th Avenue please. Take the 5, it's quicker.""

Another passenger has entered and is giving directions. I already know this is going to go bad.

My Wife turns back to continue our telephone discussion and says ""What's Uberspeak for Get The #### Out Of My Car?""

I paused, confused until She says ""Another moron just got into the car.""

""Hey,"" the unknown voice responds. ""You can't speak to me like that, I'll one star you.""

The thing about red heads having a fiery temper- all true. My Wife has the sweetest smile I've ever seen, but it hides a savage mouth. I heard profanity, raised voices and at least one threat to tear lungs out, before the door closed and the vehicle was quiet for a moment.

""####, people really are morons,"" She said exasperated. ""How do you do it?""

""Not like that,"" I said.

She continues to report on the last passenger.

""WTF? The guy just got into the white Accord and has left. Your car looks nothing like an Accord.""

I can't take it further before the hospital staff arrive, our friend in the wheelchair. I stay on the phone as I listen to them load him in the car. He sounds...bad. The Wife gets back in the car and starts it.

""I have the correct passenger,"" She announces, and I can hear the calmness back in her voice. We hang up.

When She eventually arrives home, I'm still trying to scheme how I can turn Her next hospital run into cancellation fees.",2020
