clean_story,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_positive,sentiment_type,happy,angry,surprise,sad,fear,year,Name
"
Most of the students enrolled at Lynhurst Baptist Church Preschool in Indianapolis are children of parents who have worked as essential workers pandemic and nearly all are from families that fall at or below the poverty line according to the preschools director Renee Dixon

And all  of the preschools students plus their siblings received Christmas presents this year thanks to Dixon who has spent her weeknights and weekends for the past year as an  and Lyft driver in order to make extra money to buy them gifts

Dixon who lost three of her own family members to COVID said enrollment at the school which serves kids ages  to  dropped in half during the pandemic as students parents lost their jobs She also had difficulty finding work as an Uber driver due to decreased demand so she signed up as a driver with Lyft too picking up rides whenever and wherever she could

We are thrilled to see her heartfelt story getting national attention particularly during a very challenging year a Lyft spokeswoman told GMA in a statement Lyft was originally created to help build and support communities through transportation so it is wonderful to see people like Renee take that spirit one step further for her students and their families

When Dixon earned  from her driving she headed to Target to buy not only toys and games for her students but also essential items like winter clothing Faced with decreased earnings from Uber and Lyft Dixon said she also took money from her own paycheck to buy items for her students

This year with COVID and everything that has really been taken away from the kids at no fault of their own I had to do something said Dixon whose story was  The location of where the school is its not in the best neighborhood but we make the best out of everything

Even with the odds stacked against her Dixon said as of last week she was able to raise over  this year to spend on her students",-0.7264,0.066,0.873,0.061,Negative,0.06,0.06,0.38,0.19,0.31,2021,goneubering
"It is a Q symbol instead of U but has same looks and all colors as Uber

",0.0,0.0,1.0,0.0,Neutral,0.0,0.0,0.0,0.33,0.67,2021,Ozzyoz
"Knowing this question is probably marketdependent will the pandemic be an additional factor for consideration Learning from this forum that the best time to drive on New Years Eve is between pm to am with the incredible surge in the past years will that even be available this year

Personally I have quit Ubering since the removal of Select With the paltry  here and there if there are any it does not worth my time anymore On the New Years Eve in  I did a few rides with the last one taken before pm That was a few weeks after Uber replaced the multiplier with flat surge With the Select fare bringing an older couple to an upscale restaurant and their generous tip I took home with  after  hours of work I cannot imagine to only driving stingy people around with base X fares alone before the real money pours in past midnight  surge in Houston core

Anyway to those of you who will be driving tonight stay safe and I wish you all make bank A lot here has experience dealing with the drunks and obnoxious but you can only imagine the aggravations associated with the festival vibe I also know some here have no problems at all driving people unmasked which I respect an individuals decision However for those of you who do care allow me to share this




Finally Happy New Year and hope everyone will have a stressfree  without falling ill",0.9818,0.049,0.802,0.15,Positive,0.07,0.05,0.19,0.36,0.33,2020,MyJessicaLS430
"Well today it finally happened I saw and encountered a special kinda  ride which Ive never seen or heard of beforeand this after I thought weve been through it all this yearin  I had to take a pax through a drive through food bank I had a buddy who drove one through a drive through COVID test and even knew someone who picked up a felon being released from state penitentiary true story but today truly surprised me

I pulled up to an apartment where a couple of college age guys were clearly moving house with all their household junk on the lawnone minivan was almost fully loaded but a ton of stuff remainedthen this guy runs up to my car and asks me to open the hatchafter some inquiry he divulged that he wanted to load up my car including the passenger seat then I should follow him in the mini van to his new place I give him my stock line about not being able to do an extended wait because I have another passenger in the queue canceled the ride and piled out of there Man 

Ive heard of Uber Eats maybe there should be an UberHelpUMove",0.9194,0.0,0.922,0.078,Positive,0.0,0.09,0.17,0.04,0.7,2020,#1husler
Works well for me though lol specially when the flight is  hours long,0.5994,0.0,0.692,0.308,Positive,0.0,0.0,0.0,0.33,0.67,2021,Safar
"So yesterday I was working general dispatch calls until the evening and it seemed like a good time to go down to disney world

It was a mess uber was surging like mad all day and we got backed up

Like  different people i picked up with groceries had been waiting  hour  for a cab

Like seriously your out doing your grocery shopping at  pm on NYE and think you can get a cab in a timely manner in the suburbs

Like seriously

Then one of these Floridiots they asked me  to help load their groceries OK covid and all

It was  and  carts full of groceries and I had to just stand there and watch while she meticulously loaded then unloaded all her shit Whinning about how long it took to get a cab the entire time

And this was at  something in the afternoon

Then i tidied up the car and sprayed the alcohol based cleaner crap the cab company gives us and made a mad dash for Disney world",0.516,0.099,0.773,0.128,Positive,0.12,0.12,0.28,0.16,0.32,2021,Stevie The magic Unicorn
"I picked up a guy named ar by franklin park illinois I took him for a  minute drive all the way to the south side of Chicago he said by englewood The screenshot I took was about  minutes into the ride right before I enter the eisenhower But on my map it says something slightly different His story was was that he was the father of five He is only  years old though He has the children with multiple baby mamas

I asked him what he did to support them and he said he does not have a job but just sells drugs He had been in jail before the last time was for armed robbery he did  months He said that he has posttraumatic stress disorder and depression

when I asked him why he said that because he saw his younger brother and his best friend get shot right in front of him His best friend was shot once in the head and two times the neck His brother was shot in the back and in the head he has also been shot multiple times the last time they missed and shot him through his ankle He was wearing a cast where he had ostensibly been shot On his right arm

He said that both were killed not because they had done anything really serious like kill someone directly Or steal drugs or money or rat out someone Rather they were just pawns in another multiple scoring side game series He said they are almost like teams on the NBA in Chicago Theres so many active games going on but of course the object is not just for baskets but rather for people


He said that and he used the words is kind of like a game of ping pong out here in the south and the west side of chicago He said its kind of like a game of chess as well When one person takes a piece on one side the other person tries to take a piece on the opposing side And there are sacrifices on both sides

I thought that most of the killings would be drug related but he said thats not the case He said that many killings are part of a larger game going on and a larger war where multiple battles go on in different areas Where the object is just to knock out as many people on the opposing side and you sacrifice some of your own members to get to the higher level members

He said that often the killing is almost on a whim He said that if you have a friend and somebody scored  on one of his other friends and was  blocked then you have an obligation to help him carry out a hit He said that if youve just met someone then of course you wouldnt carry on a hit but if you became good friends and there was a score to settle then you would sort of have to join in

He said that it is literally an active war zone and theres so many different battles going on at once I asked him how many games there were and he said theyre just too numerous to count

He didnt say that theres any specific areas that are more dangerous than another He said that you have to keep on monitoring who is on any particular corner at any given time if you go to a corner where theres someone trying to score on your team  Which means someones trying to kill someone on your team then you have to avoid that area One score means that you killed somebody on the opposing team and a block means that instead of getting killed you were able to get at least one shot off onto the other person

He said that after three successful blocks the person trying to score on you must by street principal avoid trying to kill you for at least one week They can try again after week but then there has to be some kind of majority vote On who can volley for the next attempted score

He does not talk to his father as his father has been in jail for most of his life But he does have year goals which I asked about He wants to move out of his grandmothers house and he wants to get a job as a busboy at olive garden

well I told him that I drive sometimes on the south of the west side and Ive never had any problem he was not surprised he said that if you mind your own business and dont wear any fancy jewelry or drive a fancy car then in Chicago street principle everyone is supposed to leave you alone If someone were to inflict serious harm to someone like me who is an outsider then said that other members would actively hunt that person down because I am not actively participating in any active street game He said that now that he knows me he said I would be protected on certain areas participates in He was Telling other members that he was talking to on his team about me and my car and then I was protected from now on He said that he is part of a rather large group connected to other groups and they would get the word out

I asked him how hard it is to get a gun and he said that its so easy that if I wanted one tonight and had a little bit of money I could just pick one up from him

Of course I dont feel any safer After I dropped him off I logged off and Im back in downtown right now Common sense is of course id rather be in downtown but I do not actively avoid the south of the west side either

I found this interesting because it was quite complicated and the killings and the settlings of different activities take place sometimes over many years

In my screenshot I blocked the name but it was the name of a girlfriend anyway",-0.9899,0.126,0.776,0.099,Negative,0.09,0.09,0.39,0.09,0.34,2020,Young Kim
There is a sizeable population of people from Congo in this area I worked with one for a couple years amazing person he spoke  languages Almost all Congolese people speak English French Swahili and at least one tribal language I enjoy talking to them I lived in West Africa when I was a kid so that is a great conversation starter Picked a young Congolese pax up today he was going to work at one of our buffet restaurants Super friendly and outgoing He settled into the back seat opened a case and proceeded to set out an impressive array of toilet articles deodorant cologne lotions Lord knows what else So were driving down the road having a spirited conversation and this guy is slathering on all these products like hes home in his own bathroom I was in utter disbelief so caught off guard that I didnt say a word about it just continued our conversation After dropping him off I quickly checked not a drop of anything spilled but the smell of cologne is still lingering hours later even after wiping everything down,0.9359,0.0,0.887,0.113,Positive,0.19,0.04,0.23,0.15,0.38,2020,Cvillegordo
"He had large Muscular arms from his construction job He ended up tipping me  i played along to avoid his drunk self from punching me Its from  when I was weaker and skinnier Right now Im larger and can take him on easily I also have another video of a white guy asking me if I do Shrooms That time I didnt do Shrooms but now its different case

",-0.2144,0.079,0.87,0.051,Negative,0.0,0.0,0.0,0.18,0.82,2020,Ozzyoz
"Anyone else checked out War With Grandpa Funny little film with an alist cast Deniro Christopher Walken Uma Thurman and Jane Seymour 

One of the characters is Chuck the Lyft driver The guy does not have a single line but I found his scenes hysterical Available on Amazon Prime",0.1027,0.071,0.85,0.079,Negative,0.0,0.0,0.17,0.17,0.67,2020,Classical Telecaster
"We may need a sub forum just for Stocks honestly as UberLyft stocks are about to start sizzling 
I think Uber stock may hit  so I may do call options on it Sadly I missed out on  in gains by selling too soon the MVIS STOCK out of fear I made k out of the  though

But soon I have an upcoming potential gains of k in Calls

FOMO is a bad thing

",-0.5994,0.153,0.745,0.102,Negative,0.0,0.12,0.12,0.31,0.44,2020,Ozzyoz
"I drive in a medium sized metropolitan area in California Not a big city Crime is relatively low Smallish homeless population The few protests that occurred this year were peaceful Nonetheless for several years now across the board Ive noticed that people are becoming edgier more stressed out more angst ridden People already on the edge have been falling off it

But in the past few months even in the typically docile communities I traverse in my rideshare car I am witnessing events Ive only ever seen on TV Take for example a recent morning run to McDonalds for morning coffee which ended up in a showdown not dissimilar to the Seinfeld episode where George and another driver both claim the same parking space on a New York street The drivethrough has two ordering lanes which converge to a single lane While placing my order in lane  an SUV abruptly pulls in to lane  and starts ordering We both pull forward to the single lane to make payment around the same time but I end up slightly ahead of the other driver Still he edges his vehicle close to the car in front of us waiting to pay I am feeling a bit anxious myself and refuse to give any ground The Lane  driver has his right window down Conversation ensues

Me I was ahead of you sir
Lane  guy No I was already ahead of you and in line
Me No you werent
Lane  guy Repeats his claim and pulls his car forward another foot
Me OK You win Go ahead and go I back up a few feet
Lane  guy He mouths off some more even though he had won I dont recall the exact words
Me Go ahead Clearly its important to you to go first
Lane  guy Well clearly its important to you too
Me But its clearly  important to you

With that last sentence I have achieved a verbal technical knockout The driver knows this and is so frustrated by it that he exits his vehicle and starts heading to my car announcing in a threatening voice Oh you got something to say I am of course trapped in the drivethrough line with no escape I am of retirement age and this guy is half my age twice as big and grossly overweight

I roll the window part way up Then with my left hand I retrieve the can of pepper spray from the door pocket and grab my phone with the other hand I shout out Get back in your car fatso or Ill mace you and call 

The guy collects his senses and retreats to his car Now the pay window is clear for us to pull forward I announce to the other driver Im  going to let you go ahead He pulled ahead infuriated Later when I pulled in to traffic and got caught at the first red light there was the guy again nearly next to me He didnt see me though and as the light turned green he was on his horn for the guy in front of him who wasnt moving fast enough to suit him


In another incident I was driving on a two lane road that necked down to one lane after an intersection Traffic was heavy but moving with the green light As I crossed the intersection suddenly a big diesel pickup door duallies lunges forward from the cross street which had the red light The truck turns right and is now parallel to me in what is the merge lane just before the road becomes  lane The driver is flooring it and you can hear the loud diesel laboring under the load

I choose to give no ground I am admittedly stubborn at times thinking that as the roadway gets narrower and narrower the driver will eventually back off But noooooooo He keeps moving to the left until finally I have no choice but to either let him hit me or give up the lane I was forced out of the lane and into one of those center type lanes that allow vehicles driving in either direction to make a left turn I then eased in behind the giant truck

After about a mile the pickup turns off on a side street I was still pissed off enough that I decided to follow it and get a shot of the license plate to report the driver to the police for reckless driving Big mistake In short order the driver pulls over to a curb I do likewise about four car lengths back Im thinking the guy is going into a nearby business But noooo Out pops the driver and heading straight for me The dude is MASSIVE The word monster actually popped into my mind He was nearly as big as his truck Giant bald head You know the type Except in this case his head sort of narrowed at the top and came to a crown Like he was deformed or something Kind of like the extrawide version of Zippy the pinhead

Walking toward my car in a bellowing voice he shouts out Do you have something to say  I was so scared I sort of froze Wasnt even thinking about the pepper spray which easily could have easily backfired anyway Like shooting a  at a Grizzly bear and simply pissing it off The only thing I could think of was to act like I was photographing him and the truck Maybe fear of the incident being documented would make him back off It didnt Worse yet I couldnt find the camera icon on the stupid phone so I was just pretending to photograph him and his truck The dude came right up to my fully closed window I ignored him steadfastly pretending to photograph the scene In frustration he slammed his fist against the drivers window and walked back to his truck My whole car shook from the single fist pound Why the glass didnt break I do not know


There have been other unusual overthetop vehicle incidents lately as well But all the other ones Ive just backed away from In greater numbers people are losing their senses at times And you simply cant argue with a crazy person

Finally there was this vehicle parked in a CVS parking lot












",-0.9011,0.095,0.814,0.091,Negative,0.05,0.14,0.23,0.23,0.35,2020,_Tron_
"So toward the end of the night around  am saturday night I was in evanston and picked up a lady with a suitcase I knew that of course shes going to OHare airport She was very talkative and told me that she wants to tell me a story of true love

She said that shes reconnecting with someone that shes loved for  years She said that back when she was just a teenager she went on a date with this guy named larry in high school Both of them were so shy back then that they didnt know how to spark anything up 

Anyway years past and he got married and she married some lawyer They had three children She said the first  years of the marriage were good but after that it fell apart as he got verbally abusive Then later she found out that he was hiring prostitutes for many many years She found this out because he accidentally called her phone and left a voicemail talking to one of the call girls that he was regularly seeing She said she wanted to stick to her wedding vows and also for children so she still stayed in the marriage

Then  years ago her husband was diagnosed with ALS It progress rapidly She stayed back from her job to take care of him during his final years But in february of  she was in jewel and she sent a random text to larry who was still an old friend of hers over the years 

Larry replied to her that hes in the midst of getting a divorce She informed larry that her husband is in the terminal stages of ALS and doesnt have long to live So in february of  he said that hes coming to chicago to visit a friend as soon as she met him in his hotel room she said there was an instant connection and it was like she met her twin flame in this life They made love that night and the following night She said that it was dynamite and it was the best sex she ever had 

Shes then saw him in april then in june then in july and then in september In september of this year is when her husband finally passed away She confessed to me even though she fell slightly guilty about it that she was finally relieved that her husband had passed It was hard taking care of someone with that disease but she wanted to stay true to the promise of taking care of him till the end

however her children were very angry at her for having an affair while their father was still alive But in her mind she felt that why should she feel not feel bad because the marriage had been ostensibly over  years ago when they were no longer in love And the fact that she knew that he was having affairs himself with multiple prostitutes over decades Made it easier to have the affairs because she knew that her husband was going to die anyway very soon

I did not judge her but during the long ride to OHare from evanston illinois I showed her a couple of my magic tricks on my phone She was so amazed and she said that she wanted my phone number so that she could invite me for her friends or for childrens parties of parents that she knows I said fine and I texted her my number 

Then later before we left she said that if she was not meeting larry that she would have loved to gone on a date with me As we left the ride she asked me that when she comes back in a week if we could have coffee

She was  years old and she had a very nice figure skinny but I told her that theres no way I would do anything that might compromise her new relationship with larry I dont think that it was a romantic gesture but rather because she felt that we had such a strong connection Anyway we ended the ride very pleasantly and I wished her well and she said that she would keep in touch with me about what happens After a few minutes I started getting texts with her though however

I just replied that I hope this thing with larry goes well and that you both get married I thought it was a fastening love story that after  years her who was named michelle and this new guy larry could be kindle their  year old gap where they knew that they loved each other all along I did tell her that sometimes this kind of true love does last or take a very long time in this case for her  years but I wish her well and I hope that this new relationship completely works out And I told her that her children should be understanding and forgive her and be happy for her",0.9993,0.035,0.783,0.182,Positive,0.17,0.1,0.29,0.15,0.29,2020,Young Kim
"A document you submitted was rejected
The surging airport lot lies empty
Peace on Earth for Christmas Day",-0.5267,0.324,0.533,0.143,Negative,0.2,0.0,0.2,0.4,0.2,2020,Ignatowski
"
Merry Christmas and Happy Holidays yall

Im interested to know where you guys fall on the Holiday Mood Meter this year Im finding myself in the mildly irritated range and thats making me even more irritated because Im not sure why Im irritated to being with

Im hoping its just  overload and itll pass quickly

Sowhat do yall have planned for this years holiday celebrations Do you have your presents wrapped already and the tree decorated or are you going the Bah Humbug route Are you more Buddy the Elf or the Grinch this year Are there going to be fresh cookies and milk for Santa or is he getting a Slim Jim and warm stale beer

Wellwhatever your mood and whatever Holiday you might be celebrating I sincerely hope every single one of you can find a bit of joy this season Lord knows we could all use it",0.9791,0.074,0.701,0.225,Positive,0.17,0.28,0.0,0.22,0.33,2020,MHR
"Many I mean a LOT of pax are complaining about drivers accepting trips then cancelling Some have been trying to get home for  HOURS with  drivers cancelling on them even with the California multiplier of x and x

Now some of them I can understand but my philosophy is if you accept the trip you should keep it Maybe a  minute window to cancel but it is about customer service You cancel now I have to deal with a pissed off pax and try to calm them down else I get YOUR  

Last night one of my last trips of the night  mile to pickup  mile trip drop off was a mile from my house SWEET

As soon as I accepted text message Please dont cancel on me Ive been trying to get home for  hours 

She has a  rating When I get there she tells me drivers have been  minutes away and cancelled

Just dont understand the mindset of these drivers",-0.2024,0.129,0.764,0.107,Negative,0.11,0.22,0.0,0.67,0.0,2020,OldUncleDave
"I dont want to be negative in the Holiday Seasons That is not my intent Many of you work Uber because you have nothing Many of you work Uber because you are unempolyable Many work Uber because they are social outcasts Many work Uber because they are lazy Many work Uber because they dont have the ambition to do something else or the ability to use their brains to find something Like I said I dont want to be negative and emphasize these type of problems I dont even want to mention them

Thing is if you dont do anything things only get worst Waiting for a miracle is silly I keep hearing people say Thank God  is over or I am so happy  is finally over I merely ask a simple question Why Why is it good  is over What makes you think  will get better Why couldnt  be even worse

The only way to better yourself starts with yourself Dont depend on others You need to be the one that finds their way out of the trap I hope with the Holiday Season you are all going back to school or starting school or starting a apprenticeship or you are starting a job in something that you can get skilled or educated in something marketable or you are getting certified or licensed in something in demand

Anyways have a Merry Christmas go to church confess your sins and start the New Years as a new human that is productive and worthy of society That actually does something for humanity not just applying for unemployment and accepting pings from your car all day

Merry Christmas and Happy New Year",0.977,0.094,0.735,0.171,Positive,0.14,0.0,0.32,0.16,0.39,2020,Germanic Affairs
"I was making an uber Eats delivery in lincolnwood illinois And here are some of the amazing Christmas decorations on many homes the pictures are not wide angle so it couldnt capture everything but you could get the idea

Every year I see a caravan of cars always driving around the area I always love it when I get a delivery or a ride around this neighborhood







",0.8481,0.0,0.876,0.124,Positive,0.2,0.0,0.1,0.5,0.2,2020,Young Kim
"Just watched Rush on Netflix
If you love Rush then you know
Merry Christmas

Side note this is REAL

The Endless Summer of Muse",0.8271,0.0,0.741,0.259,Positive,0.62,0.0,0.25,0.12,0.0,2020,TCar
" WARNING  buzz killer post 

Drove passengers for the first time in weeks this afternoon People were driving like maniacs as has been the case since the protests  cops seem to have mainly thrown in the towel around here 

Was driving on I saw a major collision on the opposite lane Less than half a mile away came up on a multi vehicle collision with an obvious fatality that had happened within minutes before 

Had a passenger felt powerless Wanted to stop Saw this poor elderly man dead and who knows about the other car crashed in the median on the other side of the road 

If not for me missing a turn because my pax was back seat driving I would have likely been in the middle of this Today wasnt my day or my pax Saw several other minor accidents heading home driving carefully as I could 

Always tell your loved ones that you love them before you leave I always kiss my pup and tell my wife I love her even if shes pissed at me for something SLOW DOWN and please be careful

Positives stacked pings that were all at least  miles with minimal distance to the pickup I swear I was the only driver out Id start a trip  minutes away from the next one",-0.9252,0.17,0.718,0.112,Negative,0.11,0.11,0.2,0.29,0.29,2020,Benjamin M
I play the rivers casino here and there I put  into account spun like  spins on a new slot I said screw itafter losing ten spins in a row I left that slot and played the second new one Bet one dollar about the th spinboomMajor Jackpot ,0.5106,0.085,0.761,0.154,Positive,0.0,0.0,0.12,0.25,0.62,2020,jgiun1
I have a vehicle through xchange leasing they assured me that I could purchase the vehicle in  Well its  and now they are saying Xchange leasing is not authorized to sell cars in the state of Washington and that they fired the people who told me previously they would sell me the car for misleading me as well as others I feel like this is BS and wanted to know if anyone else is experiencing this Ive paid for this car for  years with hopes of one day owning it My dreams where shattered yesterday someone PLEASE HELP CLASS ACTION LAWSUIT,0.7983,0.102,0.719,0.179,Positive,0.08,0.0,0.25,0.33,0.33,2019,KAG
"I was driving near Golf Rd and Waukegan Rd around Morton Grove IL when I got a ping request for UberEats around  payout at a place called Wings and Things on the app It is a low offer but I saw that the pickup was only  minute away and the dropoff was just  minutes down the street When I accepted I immediately got a second ping from the same location It was for  so I also accepted that When I pulled into the parking lot I could not find the name on the store window but saw an open restaurant with the lights on I confirmed the address number even though it was not the actual name on the front I called out as there was nobody behind the counter After awhile a guy came out I told him the two names on the order a Dani and a George

I am usually very friendly with my greeting but this guy sort of ignored it and seemed like he was in a very bad mood I recognized him from earlier deliveries and recalled his unfriendly nature He curtly said that George was ready but Dani the  dollar order would be  minutes I then very nicely explained to him that the Dani order was a  dollar order and since it is not ready and the second one was on the counter and was a  dollar order that maybe I should cancel that order and allow another driver to take it when the food is ready

I very kindly told him My friend if the  order can be ready in  minutes then I can wait But if you think it will take  minutes or more then maybe I will cancel and let another driver take it because it may not be worth it for me to wait

Then he surprised me with the following words

He abruptly said I really dont care if you take either order because I get paid either way When I click on the accept button then I get paid If you cancel I dont care because I get paid no matter what

and then the following words REALLY pissed me off

He continued on in a proud entitled way I want you to know that I really dont care at all what  make in tips Because I get paidso whether you make nothing or something 

The reason why this last sentence really upset me is that he was so demeaning to all delivery drivers He was not just targeting me but  He acted so proud as if we delivery drivers were so unimportant to him and what we got paid because he would be paid regardless And he said it in such a rude manner You had to be there to understand it

I was surely going to cancelbut I remembered reading here on someone elses post that in fact what he said was true that the restaurant gets paid by Uber whether the delivery is made or not So I politely said OK if it will be a short while then Ill wait and I smiled In retrospect I should have just cancelled probably but I was already there and in the back of my mind I wanted to let him know that I was a patient person and a polite person After about  minutes he came out with the food At this point I calmed down a little but I tried to explain to him and this is where many of you may disagree with me because I confronted him that his words I want you to know that I really dont care at all what you guys make in tips Because I get paidso whether you make nothing or something I dont care was rather mean and insensitive

I said to him Respectfully sir I wish to tell you that I was not blaming you at all that the food was not ready or that the customer did not leave a decent tip but rather the reasons why I may have wanted to cancel the order that was not ready I thought what you said about delivery drivers in general and how you dont care what we get paid is mean and actually rude

But suddenly he raised his voice and got all defensive and spoke down to me in an insulting fashion Look you are not supposed to even tell me what you are getting paid That is not your job You guys job is just to come inside not say anything get the food and leave

I realized I was almost to lose my cool I took a deep breath and said OK thanks Goodnight and I wish you well and please understa

I could not finish my sentence because he just walked away out of sight behind a wall

Surely if I ever get this location again I will reject the order But I really had a passing thought of wanting to smack him I recall I even clenched my fist for a moment He was behind the counter in a very drab sort of beat up fast food restaurant with no seating Why would he act so proud and mighty and say rude and insensitive things to me and about all delivery drivers He targeted all UE and DD drivers by saying I don care what you guys make I get paid anyway I did not act angry that the food was not ready or that the customers tip was lousy I only tried to explain to him the reasons why I did not want to wait for the second order indicating that for a tiny payout it may not be worth it if I had to wait a long time

I am certain that other drivers have had similar experiences I wish that Uber did not pay out the restaurant immediately like this Then if I could cancel I may feel that if the food is not delivered then he would be affected But if he is paid the instant he clicks accept then maybe this is why he acts this way to delivery drivers

I did thumb down the delivery and gave a reason unprofessional staff I also called UberEats support on my way to the second order and complained The rep took down my information and said she would forward it on I tried to find the place again just now through Google to write a negative review to describe what happened to me but the restaurant name was not even on the search when I typed in the name I recall on the app I do recall the second order at the exact same location even had a different name for the restaurant It was two words Future and then another word Since the orders are done I cannot contact an UE support rep live to find the name of the restaurant

Would you have been as incensed and pissed off as I was I was disappointed because he acted so high and mighty and dismissive even though I was so polite and said and did absolutely nothing to provoke him or accuse him of anything It would be a different matter if I was rude to him first in retrospect I think that in his infantile world he thought that when I said I may cancel the order if the wait is too long then I am warning him that if he does not produce the food soon that he wont get paid I think that was what he thought so he would prove his superior position by stating that he could not care if I did so because he is already paid But I did nothing to suggest that At all

This side gig is becoming more and more irritating by the day",-0.6434,0.12,0.756,0.124,Negative,0.1,0.1,0.27,0.24,0.29,2020,Young Kim
"Havent seen this in forever Turned uberx off and now i sit waiting for that juicy surged XL ride Wish me luck 
",0.6908,0.0,0.769,0.231,Positive,0.25,0.0,0.5,0.25,0.0,2020,Slackrabbit
"Long story short

The shop I get my rental cab from also has a chauffeur business on the same business model more or less Aside from booked chauffeur fares they are also on the Uber platform

This morning I was talking to one of the chauffeurs and told me that he got deactivated off Uber for a bullshit face mask complaint

In the middle of the ride he asked the customer to put her face mask back on then she accused him of not wearing a mask while driving her This lead to him losing access to Uber

Dude that sucks your not in trouble with Mears over that are you

No this was a month ago and they just gave me a copy company lingo for chauffeur fares driving one of the execs today so Im sure Im fine

Makes me feel better about my Uber rating I tell him

my friend eventually everyone gets false complaints Dont worry about Uber eventually well all get kicked off Ive been at Mears for  years and driving VIPs for  But Im still dream team so dont worry about Uber at all

wait your one of the guys who gets the Saudi princes and whoever I ask

He just chuckled at me and nodded

Yeah the guy who has been doing this for  years and is trusted with Saudi Princes gets a false accusation just because he politely asked her to put her face mask back on

more talking later and he said that he only picks up a car on days that they have chauffeur business for him to do I looked over his shoulder and recognized the name of his clipboard of his customer


the ceo of a Fortune  company that regularly makes the news Hes chartered for  hours today to pick a party of  up from Disney and take them to dinner off to bar and then back to their hotel",0.855,0.061,0.844,0.095,Positive,0.1,0.02,0.12,0.39,0.37,2020,Stevie The magic Unicorn
"Some of you are aware I mid a ton on stocks of Uber but I also wanna fill you in on Litecoin It is about to explode and it is only  right now It went from  to  in just like  or  months Bitcoin hit  and Litecoin is skyrocketing Get in this bad boy guys Robinhood allows trading of Crypto and so does WebBull Also I helped many others guys get into XRP back in  and I turned  into  can you believe that proof is here




I just bought k in Litecoin I just spent k on litecoin




Here is the  XRP massive gainz baby",-0.5326,0.056,0.912,0.032,Negative,0.0,0.09,0.18,0.27,0.45,2020,Ozzyoz
"Picked up a pax just north of Logan Square in Chicago who was extra bummed out because the largest dark web marketplace called Empire Marketplace shut down with the owners stealing up to  million dollars worth of Bitcoin a day ago His name was B and we started out talking about how the economy and the job market is terrible He told me the business for drug dealers is good He then went on to tell me he sells a lot of adderall weed coke and Xanax ladders as he called them B told me that regarding Empire that was his main source to get things to sell in Chicago I understood the underground site lets you buy anonymously and pay anonymously with Bitcoin a cryptocurrency But he informed me that the marketplace disappeared and the owners of the site ran off with  million dollars a day ago He was sad that now he will have to start finding a new source for goods He was using someone elses Uber account a relative he said And I didnt know that he was not using an account associated with his own name until midway through the ride until I kept calling him the wrong name and he corrected me

After the ride ended I verified that he was correct a site called Empire Marketplace did in fact go down today but I see that  million was stolen by the site owners

",-0.8765,0.066,0.92,0.014,Negative,0.16,0.03,0.12,0.28,0.41,2020,Young Kim
"So I decided to actually do some delivery action yesterday Logged on at home First ping Rolled up on a pickup and found myself in a residential street and the pickup was at a house with the garage door open

I canceled the order called a buddy I know from the airport His wife works for the county food inspector have her call me back

She asks me for the restaurant I give her the address one sex and  seconds later no do not pick it up do not deliver it thank you for the tipoff She tells me to save her phone number for the next time I run into it

So how do you know I ask her

The address isnt on the list of establishments with the county she replies

Can I get your Do not deliver food from that address emailed so i can forward it to Door dash

Sure one sec

And I got the email from the gov email address Forwarded it to Doordash

I actually got a response back

They actually got in touch with my friend and shut down the restaurant on the app

So some people actually ",0.6898,0.023,0.924,0.053,Positive,0.05,0.05,0.23,0.23,0.45,2020,Stevie The magic Unicorn
"Picked up a young woman from a gas station late last night just closed I have driven her before pleasant talkative girl She told me that she crashed her car yesterday in the snow She works two jobs the manager from her other job came and picked her up Her manager from this job would not pick her up This triggered her He told me that I needed to call a taxi or Uber I cant be spending money on Ubers just to go to work He gonna have to come get me or Ill have to let this job go

I was not surprised but I was speechless What I wanted so badly to tell her was It is not your managers responsibility to get you to work That is YOUR responsibility It could have been a life changing teachable moment Sigh",-0.7521,0.062,0.914,0.024,Negative,0.08,0.0,0.17,0.29,0.46,2020,Cvillegordo
"HEADINGUber driver  an Iraqi refugee working to bring new wife to US  on life support after suspected mistaken shootingHEADING
",-0.1779,0.19,0.693,0.117,Negative,0.0,0.0,0.0,0.25,0.75,2020,kos um uber
"I see multiple work gaps
I see no education or education that never produced a job
I see oldtimers who got chewed up in their industry and cant do anything else
I see people who cant even hold a residence for a long period of time evictions and are always in apartments that dont check pay stubs
I see over a year of receiving unemployment durning the pandemic
I see  years rideshare driver

I stamp on the papers DENIED I ignore their calls or tell them we will let them know

The end
",-0.8731,0.127,0.858,0.015,Negative,0.0,0.11,0.11,0.33,0.44,2020,Jarl Varg
